# Chunk-averaged data for fix netEndForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netEndForce
  7 42 -1.84911
  8 42 1.42776
  9 42 -1.92638
  10 42 0.910784
  11 42 1.14283
  12 42 -2.18841
  13 42 -1.71472
  14 42 2.59793
  15 42 -0.858419
  16 42 3.92123
  17 42 -1.06088
  18 42 -0.732504
  19 42 -8.14339
  20 42 6.61594
900 20 840
  1 42 0.130017
  2 42 1.47147
  3 42 -0.102836
  4 42 -0.881523
  5 42 -1.51209
  6 42 -3.26255
  7 42 -4.07999
  8 42 1.01509
  9 42 1.58114
  10 42 -0.211205
  11 42 0.0081335
  12 42 1.18018
  13 42 -0.253651
  14 42 0.186563
  15 42 -4.58471
  16 42 4.04766
  17 42 0.392405
  18 42 4.13854
  19 42 -5.51969
  20 42 3.88208
1000 20 840
  1 42 -2.67978
  2 42 -3.53588
  3 42 0.580459
  4 42 0.960983
  5 42 -2.36789
  6 42 -4.08016
  7 42 -3.07836
  8 42 1.0993
  9 42 -2.84147
  10 42 -1.58066
  11 42 0.100999
  12 42 -0.215457
  13 42 -2.17946
  14 42 -2.09101
  15 42 -4.02478
  16 42 3.01278
  17 42 4.10951
  18 42 4.34232
  19 42 -1.62971
  20 42 4.07037
1100 20 840
  1 42 -1.05849
  2 42 0.067123
  3 42 0.36473
  4 42 3.1362
  5 42 1.44806
  6 42 4.08304
  7 42 -2.84425
  8 42 1.73509
  9 42 -4.09443
  10 42 -0.381403
  11 42 0.10939
  12 42 1.09273
  13 42 -2.40904
  14 42 0.95999
  15 42 -0.879027
  16 42 2.77577
  17 42 1.33836
  18 42 2.36857
  19 42 -1.66244
  20 42 2.611
1200 20 840
  1 42 -2.36696
  2 42 -1.76462
  3 42 1.00627
  4 42 4.30276
  5 42 -2.51053
  6 42 2.57326
  7 42 -2.54383
  8 42 -1.35051
  9 42 5.52249
  10 42 2.08499
  11 42 -2.54789
  12 42 -0.560502
  13 42 1.94165
  14 42 0.313692
  15 42 -2.29432
  16 42 -0.667583
  17 42 -0.675964
  18 42 0.787309
  19 42 4.69065
  20 42 0.0266553
1300 20 840
  1 42 -1.76081
  2 42 0.836276
  3 42 -0.582577
  4 42 -1.3264
  5 42 3.95806
  6 42 -2.11787
  7 42 0.433999
  8 42 0.512889
  9 42 -3.23879
  10 42 -2.27742
  11 42 0.45538
  12 42 -2.02555
  13 42 -2.64258
  14 42 -3.98867
  15 42 1.42067
  16 42 -0.497948
  17 42 -0.131176
  18 42 1.11869
  19 42 3.22759
  20 42 -3.36408
1400 20 840
  1 42 -0.941685
  2 42 -1.31092
  3 42 0.760365
  4 42 3.27027
  5 42 -0.842214
  6 42 -0.999846
  7 42 4.25065
  8 42 1.5013
  9 42 0.0700266
  10 42 -1.961
  11 42 2.06095
  12 42 3.52852
  13 42 -0.959213
  14 42 -3.667
  15 42 4.12103
  16 42 -4.5651
  17 42 -2.20562
  18 42 -6.40021
  19 42 3.50972
  20 42 -3.13051
1500 20 840
  1 42 0.476157
  2 42 1.9678
  3 42 -2.2029
  4 42 -3.18951
  5 42 2.71634
  6 42 2.81162
  7 42 2.69819
  8 42 2.27971
  9 42 1.54677
  10 42 2.7866
  11 42 -1.04097
  12 42 -0.0607763
  13 42 4.22517
  14 42 2.42049
  15 42 -3.17054
  16 42 -4.82908
  17 42 -2.921
  18 42 -1.6526
  19 42 -1.74756
  20 42 1.37238
1600 20 840
  1 42 2.15629
  2 42 -0.668061
  3 42 -0.775942
  4 42 1.405
  5 42 5.07031
  6 42 -0.279492
  7 42 1.71998
  8 42 -1.41967
  9 42 5.13624
  10 42 -1.43015
  11 42 3.25184
  12 42 -6.3555
  13 42 0.856371
  14 42 0.972715
  15 42 2.15249
  16 42 0.363816
  17 42 -3.493
  18 42 -6.43874
  19 42 -6.99219
  20 42 2.1389
1700 20 840
  1 42 1.4245
  2 42 2.58849
  3 42 2.43338
  4 42 -4.4945
  5 42 -1.47243
  6 42 -1.4622
  7 42 -0.630028
  8 42 1.64301
  9 42 3.01255
  10 42 1.75319
  11 42 1.25714
  12 42 2.5743
  13 42 4.97538
  14 42 1.71344
  15 42 -1.98376
  16 42 -4.71745
  17 42 1.56432
  18 42 1.23993
  19 42 -0.272174
  20 42 -4.20542
1800 20 840
  1 42 0.843829
  2 42 -5.06475
  3 42 -1.22668
  4 42 0.704569
  5 42 -5.10406
  6 42 -3.59833
  7 42 5.82854
  8 42 3.14288
  9 42 -3.15191
  10 42 0.982348
  11 42 2.25478
  12 42 -1.034
  13 42 -1.41139
  14 42 -0.921318
  15 42 0.715039
  16 42 1.07806
  17 42 -0.281558
  18 42 -1.96349
  19 42 0.924158
  20 42 1.41884
1900 20 840
  1 42 -0.00493922
  2 42 3.06223
  3 42 3.46547
  4 42 0.83014
  5 42 0.189513
  6 42 0.531698
  7 42 0.154717
  8 42 -2.29834
  9 42 1.3165
  10 42 0.21285
  11 42 -4.67739
  12 42 0.24572
  13 42 1.10789
  14 42 1.17624
  15 42 2.03199
  16 42 0.00773933
  17 42 -1.44063
  18 42 0.992376
  19 42 0.630278
  20 42 -1.40558
2000 20 840
  1 42 -1.76108
  2 42 -0.272357
  3 42 -1.4235
  4 42 1.75197
  5 42 -0.755983
  6 42 -3.17989
  7 42 -5.29024
  8 42 -5.34867
  9 42 -1.47303
  10 42 0.153387
  11 42 0.0445838
  12 42 -2.67539
  13 42 0.406807
  14 42 0.857542
  15 42 -0.492547
  16 42 -0.604245
  17 42 3.98279
  18 42 4.29043
  19 42 3.42842
  20 42 -0.538289
2100 20 840
  1 42 -0.745691
  2 42 1.66802
  3 42 4.78623
  4 42 -1.12354
  5 42 1.3745
  6 42 1.50167
  7 42 2.03898
  8 42 -1.64435
  9 42 -5.53299
  10 42 -4.10629
  11 42 2.77343
  12 42 2.65007
  13 42 -5.73257
  14 42 -0.186902
  15 42 2.63111
  16 42 5.01458
  17 42 0.829895
  18 42 0.818902
  19 42 0.748561
  20 42 1.36295
2200 20 840
  1 42 1.70476
  2 42 0.310952
  3 42 -2.30902
  4 42 -1.94107
  5 42 -4.07204
  6 42 0.685927
  7 42 -6.19876
  8 42 0.427235
  9 42 -1.00079
  10 42 -3.10834
  11 42 3.25906
  12 42 4.60112
  13 42 0.522599
  14 42 -0.725446
  15 42 -2.87888
  16 42 2.21774
  17 42 3.784
  18 42 2.29668
  19 42 -0.413134
  20 42 -1.27625
2300 20 840
  1 42 -1.8486
  2 42 0.316024
  3 42 0.069528
  4 42 -2.06804
  5 42 6.47918
  6 42 -2.50811
  7 42 -0.041206
  8 42 -3.56821
  9 42 -0.541135
  10 42 -1.44289
  11 42 -1.12757
  12 42 -2.90213
  13 42 -3.14766
  14 42 0.645192
  15 42 -2.76771
  16 42 9.40123
  17 42 -5.40418
  18 42 0.154943
  19 42 -5.25727
  20 42 8.22851
2400 20 840
  1 42 1.19363
  2 42 1.81045
  3 42 -0.596963
  4 42 2.73034
  5 42 4.04326
  6 42 1.22228
  7 42 -8.77272
  8 42 -1.906
  9 42 -2.7782
  10 42 -0.698325
  11 42 2.40329
  12 42 -0.692755
  13 42 1.17225
  14 42 1.68751
  15 42 1.98106
  16 42 0.547528
  17 42 -0.0757556
  18 42 -2.32093
  19 42 -6.42984
  20 42 1.87185
2500 20 840
  1 42 -2.09539
  2 42 -0.316066
  3 42 0.3064
  4 42 -3.05437
  5 42 -2.84085
  6 42 2.17274
  7 42 1.88661
  8 42 2.92468
  9 42 -0.186811
  10 42 0.0824721
  11 42 2.1305
  12 42 3.68805
  13 42 2.09945
  14 42 0.969329
  15 42 -1.45138
  16 42 -0.280307
  17 42 -0.404975
  18 42 -0.0375446
  19 42 1.78963
  20 42 1.98585
2600 20 840
  1 42 -0.180294
  2 42 -4.34107
  3 42 1.1711
  4 42 -0.288628
  5 42 3.15287
  6 42 0.0632564
  7 42 3.01617
  8 42 3.9418
  9 42 3.48911
  10 42 -2.24075
  11 42 -2.38651
  12 42 -1.74861
  13 42 -2.10327
  14 42 -4.71281
  15 42 0.490732
  16 42 1.03448
  17 42 1.63641
  18 42 -2.344
  19 42 2.7727
  20 42 -4.6312
2700 20 840
  1 42 0.698873
  2 42 0.213637
  3 42 -0.68277
  4 42 -0.941175
  5 42 3.29049
  6 42 -2.33652
  7 42 -0.930656
  8 42 2.22404
  9 42 4.65097
  10 42 3.15382
  11 42 -1.11355
  12 42 0.957803
  13 42 2.32984
  14 42 0.797925
  15 42 -0.325845
  16 42 -4.79239
  17 42 -0.125893
  18 42 1.30061
  19 42 4.24953
  20 42 -6.74927
2800 20 840
  1 42 -1.55295
  2 42 -4.72226
  3 42 -2.52292
  4 42 2.82456
  5 42 2.49517
  6 42 0.766596
  7 42 6.26748
  8 42 2.26092
  9 42 -1.50957
  10 42 3.22252
  11 42 -1.20578
  12 42 -3.86463
  13 42 2.17673
  14 42 1.83425
  15 42 1.56871
  16 42 -6.08571
  17 42 -1.34299
  18 42 -5.98372
  19 42 0.763445
  20 42 0.539699
2900 20 840
  1 42 1.38595
  2 42 4.461
  3 42 2.94447
  4 42 -2.64937
  5 42 1.96134
  6 42 3.37786
  7 42 3.65795
  8 42 3.58458
  9 42 2.37875
  10 42 -3.76934
  11 42 2.04762
  12 42 3.70456
  13 42 3.23299
  14 42 0.919264
  15 42 0.449292
  16 42 -4.50747
  17 42 -2.68778
  18 42 -3.64787
  19 42 -1.03853
  20 42 -2.54696
3000 20 840
  1 42 -0.219111
  2 42 -0.202727
  3 42 -2.32234
  4 42 -1.39766
  5 42 -1.86316
  6 42 -4.16378
  7 42 -0.0711502
  8 42 -0.612725
  9 42 5.85764
  10 42 0.738299
  11 42 3.51766
  12 42 -0.616534
  13 42 1.83521
  14 42 -3.40141
  15 42 -2.35458
  16 42 -0.878425
  17 42 -3.76183
  18 42 -3.5643
  19 42 -2.38628
  20 42 0.0628419
3100 20 840
  1 42 2.21258
  2 42 1.77786
  3 42 2.13833
  4 42 -1.7775
  5 42 4.38461
  6 42 -1.17222
  7 42 0.483436
  8 42 0.07677
  9 42 -3.60308
  10 42 2.40662
  11 42 0.948403
  12 42 -2.18505
  13 42 -1.54217
  14 42 0.690749
  15 42 -1.47774
  16 42 2.52628
  17 42 -1.16657
  18 42 2.61112
  19 42 -3.91375
  20 42 2.19136
3200 20 840
  1 42 -0.82522
  2 42 -0.332834
  3 42 3.45901
  4 42 5.42144
  5 42 -5.08474
  6 42 2.10266
  7 42 -3.81375
  8 42 -2.86525
  9 42 0.366933
  10 42 -0.118195
  11 42 1.8519
  12 42 3.84013
  13 42 1.79961
  14 42 2.23166
  15 42 0.784631
  16 42 -2.08563
  17 42 0.0248451
  18 42 0.203196
  19 42 1.89411
  20 42 0.826725
3300 20 840
  1 42 -4.8855
  2 42 2.02803
  3 42 3.90108
  4 42 -1.53988
  5 42 0.112742
  6 42 1.02635
  7 42 0.00484327
  8 42 -2.15064
  9 42 -1.71655
  10 42 -3.19703
  11 42 -1.19809
  12 42 1.13683
  13 42 -2.84729
  14 42 -0.427187
  15 42 -1.48028
  16 42 2.39853
  17 42 0.506845
  18 42 6.84183
  19 42 2.57613
  20 42 1.3232
3400 20 840
  1 42 -1.88325
  2 42 0.0316831
  3 42 4.14299
  4 42 3.68679
  5 42 -3.76661
  6 42 -5.1042
  7 42 -3.65126
  8 42 -0.725157
  9 42 -0.287084
  10 42 -1.60771
  11 42 2.26063
  12 42 0.880873
  13 42 -7.56646
  14 42 -1.5396
  15 42 0.887173
  16 42 2.99602
  17 42 0.299098
  18 42 3.51998
  19 42 3.61778
  20 42 -2.1936
3500 20 840
  1 42 -0.820835
  2 42 1.146
  3 42 -3.12582
  4 42 -4.03523
  5 42 -2.27146
  6 42 0.488105
  7 42 -3.68199
  8 42 2.01855
  9 42 -5.82015
  10 42 5.31567
  11 42 -0.986022
  12 42 2.20699
  13 42 0.603208
  14 42 2.17249
  15 42 -1.56732
  16 42 -0.466964
  17 42 2.9005
  18 42 7.22021
  19 42 -0.141146
  20 42 -0.730749
3600 20 840
  1 42 -0.102518
  2 42 -4.56711
  3 42 0.356329
  4 42 -0.247692
  5 42 4.70077
  6 42 1.95184
  7 42 2.28256
  8 42 0.143384
  9 42 -3.91232
  10 42 -5.25801
  11 42 0.962907
  12 42 -2.1585
  13 42 -2.74866
  14 42 3.23079
  15 42 -0.387236
  16 42 2.60212
  17 42 2.60155
  18 42 -0.368952
  19 42 0.353042
  20 42 3.86235
3700 20 840
  1 42 -1.23255
  2 42 3.81387
  3 42 -0.905335
  4 42 -4.31376
  5 42 6.32415
  6 42 4.16432
  7 42 -5.12391
  8 42 -1.4596
  9 42 3.90809
  10 42 -2.4473
  11 42 1.83716
  12 42 3.43759
  13 42 1.52434
  14 42 0.967205
  15 42 -0.131647
  16 42 0.017948
  17 42 -2.24949
  18 42 -0.865004
  19 42 -2.41359
  20 42 -1.89733
3800 20 840
  1 42 2.06273
  2 42 -2.94588
  3 42 -9.37117
  4 42 -3.12562
  5 42 0.101085
  6 42 -4.55454
  7 42 -0.364209
  8 42 1.45533
  9 42 -0.538395
  10 42 4.79478
  11 42 5.81012
  12 42 -0.674989
  13 42 -0.961896
  14 42 -2.13754
  15 42 0.508145
  16 42 2.37878
  17 42 -1.56294
  18 42 -4.97095
  19 42 -4.15762
  20 42 3.61712
3900 20 840
  1 42 0.700535
  2 42 -0.265098
  3 42 0.678986
  4 42 -1.02921
  5 42 5.0446
  6 42 2.10335
  7 42 3.03085
  8 42 2.22319
  9 42 -1.02763
  10 42 1.49041
  11 42 -3.41847
  12 42 1.32728
  13 42 4.79168
  14 42 -0.593574
  15 42 1.84277
  16 42 2.41591
  17 42 -3.94751
  18 42 -6.32386
  19 42 -0.555194
  20 42 -0.152423
4000 20 840
  1 42 -0.383502
  2 42 -0.351211
  3 42 -1.8879
  4 42 1.47533
  5 42 4.00202
  6 42 -1.18374
  7 42 -0.765131
  8 42 -2.109
  9 42 -0.397484
  10 42 -3.26524
  11 42 -0.95785
  12 42 1.2044
  13 42 7.68245
  14 42 -1.71505
  15 42 1.16934
  16 42 -6.7994
  17 42 2.27344
  18 42 -6.68214
  19 42 1.51129
  20 42 -5.55625
4100 20 840
  1 42 -2.02623
  2 42 -0.17707
  3 42 4.23424
  4 42 2.80344
  5 42 7.35326
  6 42 -2.4054
  7 42 4.78487
  8 42 -1.72103
  9 42 2.58183
  10 42 0.107922
  11 42 -3.92387
  12 42 -1.54231
  13 42 -1.9848
  14 42 -0.245964
  15 42 1.72793
  16 42 0.357793
  17 42 -2.87916
  18 42 -2.77416
  19 42 4.55937
  20 42 -2.4187
4200 20 840
  1 42 5.02322
  2 42 0.101757
  3 42 -1.31075
  4 42 0.452668
  5 42 -2.0212
  6 42 -1.37036
  7 42 -0.612962
  8 42 3.27894
  9 42 0.43228
  10 42 4.30377
  11 42 0.464919
  12 42 0.805453
  13 42 1.48013
  14 42 1.67098
  15 42 -0.141598
  16 42 -3.8236
  17 42 2.60844
  18 42 -1.21654
  19 42 2.78803
  20 42 -6.11714
4300 20 840
  1 42 1.42421
  2 42 -1.6345
  3 42 1.4366
  4 42 -3.894
  5 42 -0.0392094
  6 42 -4.07907
  7 42 6.28888
  8 42 2.48563
  9 42 -0.506921
  10 42 -1.61172
  11 42 0.364872
  12 42 -0.903835
  13 42 2.37077
  14 42 2.27232
  15 42 -5.04098
  16 42 1.04159
  17 42 1.1423
  18 42 1.87992
  19 42 -3.06801
  20 42 2.7787
4400 20 840
  1 42 0.127306
  2 42 3.41748
  3 42 7.74497
  4 42 1.74973
  5 42 5.52504
  6 42 -1.84735
  7 42 -1.1959
  8 42 -1.15916
  9 42 0.0112997
  10 42 -5.02732
  11 42 -2.1179
  12 42 0.312054
  13 42 -0.869671
  14 42 2.1062
  15 42 -2.17868
  16 42 -0.299005
  17 42 -0.82036
  18 42 -0.239469
  19 42 -0.654625
  20 42 0.594772
4500 20 840
  1 42 -0.0253453
  2 42 3.21743
  3 42 -1.44254
  4 42 0.558279
  5 42 -3.51487
  6 42 0.839221
  7 42 -4.95903
  8 42 -1.34446
  9 42 -0.26018
  10 42 1.56706
  11 42 5.01076
  12 42 2.44558
  13 42 -0.446048
  14 42 1.31964
  15 42 -0.916676
  16 42 -0.00359825
  17 42 -3.08894
  18 42 1.26671
  19 42 -5.7741
  20 42 5.41808
4600 20 840
  1 42 -2.12452
  2 42 -2.18813
  3 42 0.585936
  4 42 1.02492
  5 42 -4.65834
  6 42 2.39926
  7 42 -2.61386
  8 42 -1.22329
  9 42 -2.12171
  10 42 0.113793
  11 42 -0.498657
  12 42 -1.00586
  13 42 -3.51076
  14 42 -0.278742
  15 42 -0.481939
  16 42 7.30118
  17 42 -1.41762
  18 42 4.56566
  19 42 2.58892
  20 42 2.9185
4700 20 840
  1 42 -1.65064
  2 42 -0.155808
  3 42 2.96908
  4 42 -0.336154
  5 42 -0.291953
  6 42 3.52369
  7 42 -4.90424
  8 42 -1.16226
  9 42 -4.69206
  10 42 -5.21508
  11 42 0.402836
  12 42 3.21031
  13 42 -1.48852
  14 42 -1.97728
  15 42 0.287094
  16 42 3.57006
  17 42 1.29383
  18 42 3.88834
  19 42 3.11409
  20 42 -2.91503
4800 20 840
  1 42 -4.29766
  2 42 0.163387
  3 42 -4.23051
  4 42 4.0686
  5 42 -0.37276
  6 42 -2.5675
  7 42 -2.5364
  8 42 -2.01843
  9 42 -4.03073
  10 42 -0.847209
  11 42 1.82086
  12 42 2.169
  13 42 -4.26783
  14 42 -1.07159
  15 42 2.27069
  16 42 -0.05402
  17 42 -2.78138
  18 42 1.84367
  19 42 -1.04548
  20 42 -0.247474
4900 20 840
  1 42 -1.87792
  2 42 3.0534
  3 42 -2.21647
  4 42 2.05859
  5 42 3.14373
  6 42 2.95754
  7 42 -0.794054
  8 42 3.053
  9 42 -1.60463
  10 42 1.86769
  11 42 -2.93755
  12 42 -0.788294
  13 42 -2.30559
  14 42 3.22125
  15 42 0.935541
  16 42 2.33439
  17 42 -2.55408
  18 42 -0.180975
  19 42 -0.47708
  20 42 1.04565
5000 20 840
  1 42 0.678501
  2 42 -4.43087
  3 42 -6.71588
  4 42 -2.07167
  5 42 -2.50454
  6 42 -0.638913
  7 42 1.00017
  8 42 2.70805
  9 42 -0.595733
  10 42 -0.499284
  11 42 2.46576
  12 42 0.1099
  13 42 3.70589
  14 42 1.32601
  15 42 -0.970556
  16 42 -2.89721
  17 42 2.11921
  18 42 0.177401
  19 42 -1.49947
  20 42 -0.785678
5100 20 840
  1 42 -0.258091
  2 42 -2.93524
  3 42 -1.82461
  4 42 -6.25319
  5 42 3.5252
  6 42 -4.63346
  7 42 0.483919
  8 42 4.21834
  9 42 -3.13464
  10 42 0.887835
  11 42 2.09711
  12 42 -1.14952
  13 42 0.0744361
  14 42 -0.227683
  15 42 -3.48778
  16 42 0.47903
  17 42 3.92665
  18 42 0.580031
  19 42 -2.66543
  20 42 -1.2921
5200 20 840
  1 42 2.55293
  2 42 -1.55713
  3 42 0.130057
  4 42 0.366576
  5 42 2.07626
  6 42 -2.83658
  7 42 3.32381
  8 42 3.07343
  9 42 1.13719
  10 42 3.34615
  11 42 -0.166471
  12 42 1.21349
  13 42 0.882614
  14 42 1.33969
  15 42 -0.0669219
  16 42 -1.02691
  17 42 -3.2644
  18 42 -5.20763
  19 42 -0.719854
  20 42 1.60279
5300 20 840
  1 42 -0.702889
  2 42 1.16653
  3 42 -4.6864
  4 42 -1.40657
  5 42 2.24553
  6 42 -0.375698
  7 42 -1.69267
  8 42 -0.0823175
  9 42 3.07631
  10 42 5.68653
  11 42 -0.455522
  12 42 -0.562903
  13 42 8.55979
  14 42 0.15482
  15 42 -1.77304
  16 42 -1.86731
  17 42 -2.77269
  18 42 -5.74068
  19 42 -4.04193
  20 42 2.08302
5400 20 840
  1 42 -0.0533556
  2 42 -0.927961
  3 42 7.16499
  4 42 2.18738
  5 42 5.12064
  6 42 -1.60442
  7 42 4.12592
  8 42 -2.03581
  9 42 -1.33476
  10 42 -4.00687
  11 42 -4.93202
  12 42 -0.44635
  13 42 1.21971
  14 42 -1.02659
  15 42 1.96935
  16 42 1.10879
  17 42 -0.600987
  18 42 -5.87889
  19 42 8.26407
  20 42 -0.691393
5500 20 840
  1 42 0.33532
  2 42 2.31738
  3 42 3.46476
  4 42 -2.48565
  5 42 -0.311788
  6 42 -1.10389
  7 42 0.451063
  8 42 -1.77836
  9 42 -3.31694
  10 42 1.05317
  11 42 1.12182
  12 42 3.27216
  13 42 2.71134
  14 42 -4.56999
  15 42 2.63871
  16 42 -6.30933
  17 42 0.629332
  18 42 -1.82519
  19 42 3.74674
  20 42 -7.36974
5600 20 840
  1 42 3.27793
  2 42 2.11286
  3 42 1.02124
  4 42 -1.10213
  5 42 0.6154
  6 42 0.568891
  7 42 3.50055
  8 42 -0.479735
  9 42 2.3427
  10 42 0.360159
  11 42 2.0247
  12 42 0.862755
  13 42 -4.2632
  14 42 1.95123
  15 42 0.981573
  16 42 0.132564
  17 42 -1.19893
  18 42 -2.15041
  19 42 3.02581
  20 42 -1.9516
5700 20 840
  1 42 0.632235
  2 42 2.54045
  3 42 7.46587
  4 42 -0.458311
  5 42 7.30752
  6 42 5.52537
  7 42 0.658385
  8 42 -1.99484
  9 42 2.82035
  10 42 -4.29051
  11 42 -5.89661
  12 42 -0.286452
  13 42 0.674834
  14 42 3.8548
  15 42 -0.801201
  16 42 0.454606
  17 42 -0.176326
  18 42 3.02907
  19 42 1.91492
  20 42 -1.59001
5800 20 840
  1 42 0.228985
  2 42 0.351231
  3 42 -0.786246
  4 42 -4.00391
  5 42 -1.47214
  6 42 -3.40282
  7 42 -3.75694
  8 42 -0.360094
  9 42 -4.05628
  10 42 -1.28233
  11 42 6.94733
  12 42 1.95394
  13 42 -1.14044
  14 42 3.51287
  15 42 -2.99874
  16 42 -2.55732
  17 42 3.34161
  18 42 2.69325
  19 42 -4.88227
  20 42 0.440604
5900 20 840
  1 42 -0.218493
  2 42 -1.10605
  3 42 3.45066
  4 42 -1.0396
  5 42 -3.82565
  6 42 -1.60345
  7 42 0.35017
  8 42 2.90761
  9 42 -1.11969
  10 42 -0.339859
  11 42 -0.635062
  12 42 3.79948
  13 42 -6.04287
  14 42 2.14148
  15 42 1.54705
  16 42 6.36477
  17 42 -2.45873
  18 42 1.68605
  19 42 -1.3725
  20 42 3.6144
6000 20 840
  1 42 -0.0826068
  2 42 -0.912758
  3 42 -5.16355
  4 42 -1.76226
  5 42 -3.31625
  6 42 0.0962895
  7 42 -6.19324
  8 42 0.547691
  9 42 -0.962466
  10 42 1.79046
  11 42 1.641
  12 42 1.79306
  13 42 2.94676
  14 42 0.804745
  15 42 -2.73944
  16 42 2.31017
  17 42 -0.993358
  18 42 3.00478
  19 42 -3.14595
  20 42 1.23783
6100 20 840
  1 42 -3.83194
  2 42 -4.09872
  3 42 -1.50415
  4 42 4.1153
  5 42 2.36281
  6 42 -1.32378
  7 42 -5.01457
  8 42 -2.11957
  9 42 -0.322999
  10 42 -1.3472
  11 42 0.841542
  12 42 0.121856
  13 42 -0.677982
  14 42 0.351824
  15 42 -1.24468
  16 42 4.94232
  17 42 1.79223
  18 42 0.562637
  19 42 -2.19207
  20 42 2.9531
6200 20 840
  1 42 -2.01352
  2 42 1.27653
  3 42 1.79965
  4 42 3.55382
  5 42 2.66935
  6 42 1.64734
  7 42 -1.86185
  8 42 0.512547
  9 42 -6.37933
  10 42 -0.579015
  11 42 -2.59151
  12 42 3.25277
  13 42 1.67866
  14 42 -0.194944
  15 42 3.57204
  16 42 -1.54671
  17 42 2.07107
  18 42 0.498779
  19 42 3.74741
  20 42 -3.92566
6300 20 840
  1 42 -0.840007
  2 42 -1.47281
  3 42 -7.16204
  4 42 0.362067
  5 42 -4.82057
  6 42 -1.6738
  7 42 3.24228
  8 42 3.3734
  9 42 -0.83057
  10 42 1.28249
  11 42 6.64859
  12 42 2.3369
  13 42 0.959945
  14 42 -2.11522
  15 42 -2.24728
  16 42 -1.03856
