# Chunk-averaged data for fix netEndForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netEndForce
  11 42 1.50138
  12 42 2.18351
  13 42 0.560852
  14 42 -1.13643
  15 42 1.42833
  16 42 -1.37171
  17 42 -1.13213
  18 42 0.661724
  19 42 2.70357
  20 42 -1.80999
2200 20 840
  1 42 0.466963
  2 42 0.741034
  3 42 1.82854
  4 42 0.125361
  5 42 0.611196
  6 42 -0.452085
  7 42 0.716855
  8 42 -0.542572
  9 42 0.590942
  10 42 -0.760737
  11 42 0.871319
  12 42 -0.0922335
  13 42 0.173159
  14 42 -0.425073
  15 42 1.41229
  16 42 1.40378
  17 42 -0.575358
  18 42 -1.23216
  19 42 -0.0774962
  20 42 -0.0555652
2300 20 840
  1 42 -0.563403
  2 42 0.528709
  3 42 -0.297392
  4 42 -1.19508
  5 42 0.353074
  6 42 -0.983319
  7 42 1.01267
  8 42 -1.10949
  9 42 0.230155
  10 42 0.462699
  11 42 2.05472
  12 42 0.292742
  13 42 0.130406
  14 42 0.190648
  15 42 -0.090888
  16 42 0.025443
  17 42 -0.506308
  18 42 -0.382463
  19 42 -1.14109
  20 42 -0.228667
2400 20 840
  1 42 -0.898569
  2 42 1.07063
  3 42 -1.45717
  4 42 -0.743816
  5 42 1.35119
  6 42 -1.25264
  7 42 1.82351
  8 42 -0.764866
  9 42 -2.24696
  10 42 -0.00638662
  11 42 -2.84417
  12 42 -0.255057
  13 42 0.649958
  14 42 -0.423047
  15 42 2.06316
  16 42 -0.0610102
  17 42 -0.72186
  18 42 -1.23364
  19 42 -0.38079
  20 42 -1.07305
2500 20 840
  1 42 0.683706
  2 42 -0.123214
  3 42 -0.307113
  4 42 -0.18365
  5 42 -1.9928
  6 42 -1.94132
  7 42 -1.52811
  8 42 -0.257812
  9 42 0.632398
  10 42 -0.305602
  11 42 0.933668
  12 42 -0.132789
  13 42 0.916915
  14 42 -1.44179
  15 42 1.89693
  16 42 0.43881
  17 42 -1.32641
  18 42 -1.09668
  19 42 0.354578
  20 42 1.81686
2600 20 840
  1 42 -0.283604
  2 42 -0.46143
  3 42 1.31796
  4 42 -0.732177
  5 42 0.470591
  6 42 0.552985
  7 42 1.14476
  8 42 1.00774
  9 42 -1.38777
  10 42 -1.13907
  11 42 -1.48851
  12 42 -0.496165
  13 42 -2.11411
  14 42 0.208545
  15 42 -0.363807
  16 42 -0.349197
  17 42 -1.96087
  18 42 -0.78565
  19 42 -0.319596
  20 42 0.30264
2700 20 840
  1 42 0.00118293
  2 42 0.094786
  3 42 -1.0825
  4 42 0.524808
  5 42 1.12778
  6 42 0.445598
  7 42 -2.10286
  8 42 -0.526681
  9 42 -0.408464
  10 42 1.16935
  11 42 -1.41307
  12 42 0.0476115
  13 42 -1.04564
  14 42 -0.398978
  15 42 0.938322
  16 42 1.75601
  17 42 -0.696348
  18 42 1.28583
  19 42 0.830207
  20 42 1.51833
2800 20 840
  1 42 0.360706
  2 42 -0.36558
  3 42 1.16882
  4 42 0.317874
  5 42 0.0430029
  6 42 -0.122574
  7 42 -1.42142
  8 42 -1.04967
  9 42 -0.735
  10 42 0.58189
  11 42 1.00288
  12 42 0.265065
  13 42 -0.948705
  14 42 -2.72395
  15 42 1.70959
  16 42 -1.30715
  17 42 1.09966
  18 42 -0.328035
  19 42 -0.916667
  20 42 -0.234854
2900 20 840
  1 42 0.462481
  2 42 0.712491
  3 42 0.423845
  4 42 -0.418946
  5 42 1.05883
  6 42 1.72466
  7 42 -0.351243
  8 42 0.857343
  9 42 0.306147
  10 42 0.381574
  11 42 -0.117708
  12 42 -1.15705
  13 42 -1.2218
  14 42 -0.830477
  15 42 -2.27607
  16 42 0.357666
  17 42 -0.536957
  18 42 0.0665886
  19 42 -0.227574
  20 42 -2.77938
3000 20 840
  1 42 -0.570841
  2 42 -0.482789
  3 42 0.252926
  4 42 -0.552558
  5 42 0.39301
  6 42 0.00290663
  7 42 0.969748
  8 42 -1.11336
  9 42 -0.431547
  10 42 -0.361841
  11 42 1.74227
  12 42 0.252854
  13 42 -1.55848
  14 42 0.724074
  15 42 -1.24619
  16 42 2.34968
  17 42 0.246345
  18 42 0.820324
  19 42 2.81652
  20 42 0.851802
3100 20 840
  1 42 1.02967
  2 42 0.0787473
  3 42 0.041963
  4 42 0.773966
  5 42 0.339215
  6 42 0.914713
  7 42 1.4657
  8 42 -0.981623
  9 42 0.897824
  10 42 -0.163394
  11 42 -0.932269
  12 42 -1.4193
  13 42 -0.898162
  14 42 -0.510584
  15 42 -0.774339
  16 42 2.07505
  17 42 -0.737685
  18 42 -0.375509
  19 42 1.62041
  20 42 -0.509687
3200 20 840
  1 42 -0.33252
  2 42 0.316329
  3 42 1.03767
  4 42 -1.03808
  5 42 -0.106137
  6 42 -0.904749
  7 42 1.25298
  8 42 -0.160822
  9 42 -0.884774
  10 42 -1.13259
  11 42 -0.00624554
  12 42 0.662039
  13 42 0.103507
  14 42 -1.17457
  15 42 0.690963
  16 42 0.906802
  17 42 -0.620522
  18 42 0.082904
  19 42 0.0312959
  20 42 0.672605
3300 20 840
  1 42 0.565661
  2 42 -0.0589923
  3 42 -0.82819
  4 42 0.507018
  5 42 0.151865
  6 42 -1.14054
  7 42 -0.33005
  8 42 -0.118905
  9 42 0.240943
  10 42 -0.423932
  11 42 1.92617
  12 42 -0.402806
  13 42 0.660657
  14 42 -1.07002
  15 42 1.07944
  16 42 0.159972
  17 42 -2.98423
  18 42 -1.7323
  19 42 -1.48325
  20 42 1.63867
3400 20 840
  1 42 -0.629984
  2 42 -0.776495
  3 42 -0.496024
  4 42 0.414471
  5 42 -0.381233
  6 42 -1.55653
  7 42 1.57749
  8 42 -0.535492
  9 42 -0.704933
  10 42 0.00458009
  11 42 0.895823
  12 42 1.25568
  13 42 0.161267
  14 42 0.128433
  15 42 0.759048
  16 42 0.78482
  17 42 -0.653026
  18 42 -0.556427
  19 42 1.28357
  20 42 0.20147
3500 20 840
  1 42 -1.06557
  2 42 0.144088
  3 42 -0.922027
  4 42 -0.289944
  5 42 2.46515
  6 42 -1.07177
  7 42 -1.9349
  8 42 -0.954514
  9 42 0.784801
  10 42 0.533442
  11 42 -0.791141
  12 42 -0.367097
  13 42 -0.565347
  14 42 -1.55862
  15 42 1.87397
  16 42 -0.128045
  17 42 -2.52799
  18 42 -0.998929
  19 42 -0.437313
  20 42 0.765805
3600 20 840
  1 42 0.295442
  2 42 0.914936
  3 42 0.194488
  4 42 1.14751
  5 42 -1.74373
  6 42 -0.539518
  7 42 -1.6843
  8 42 -1.75631
  9 42 -2.11486
  10 42 -0.758984
  11 42 1.20612
  12 42 0.492319
  13 42 0.629255
  14 42 -1.5909
  15 42 0.999193
  16 42 -0.799774
  17 42 -0.773171
  18 42 -2.20439
  19 42 -1.76909
  20 42 -0.801115
3700 20 840
  1 42 0.668635
  2 42 1.58156
  3 42 0.493428
  4 42 -0.772591
  5 42 4.02784
  6 42 1.01231
  7 42 -1.04802
  8 42 -0.8997
  9 42 1.35574
  10 42 -1.58146
  11 42 0.454504
  12 42 1.18013
  13 42 0.0185711
  14 42 -0.243949
  15 42 2.08266
  16 42 0.361879
  17 42 -0.0695881
  18 42 -0.95204
  19 42 -1.53144
  20 42 -0.229135
3800 20 840
  1 42 0.214187
  2 42 1.70387
  3 42 -0.272305
  4 42 0.449181
  5 42 1.46321
  6 42 1.34088
  7 42 0.859171
  8 42 0.740301
  9 42 -1.59463
  10 42 -0.260664
  11 42 -2.46494
  12 42 0.17526
  13 42 0.309645
  14 42 1.60289
  15 42 -1.94187
  16 42 -0.139241
  17 42 -1.18145
  18 42 0.154686
  19 42 0.992903
  20 42 -0.252692
3900 20 840
  1 42 0.868172
  2 42 -0.417648
  3 42 -0.206621
  4 42 0.0884037
  5 42 -0.551898
  6 42 0.130574
  7 42 1.69897
  8 42 -0.129613
  9 42 2.35444
  10 42 -0.456615
  11 42 -1.01376
  12 42 0.832265
  13 42 1.66338
  14 42 -0.663303
  15 42 0.477226
  16 42 0.616151
  17 42 0.730707
  18 42 -0.711034
  19 42 3.04975
  20 42 -0.807565
4000 20 840
  1 42 0.563084
  2 42 1.83466
  3 42 0.630912
  4 42 0.431825
  5 42 -0.31799
  6 42 -1.45691
  7 42 -0.140363
  8 42 -0.347746
  9 42 1.35928
  10 42 0.168708
  11 42 0.270632
  12 42 0.707305
  13 42 -0.103965
  14 42 -0.411531
  15 42 2.02087
  16 42 -0.225419
  17 42 -0.900974
  18 42 -0.740746
  19 42 0.295133
  20 42 -1.28778
4100 20 840
  1 42 -0.0596999
  2 42 0.656288
  3 42 0.0805559
  4 42 0.30203
  5 42 -0.49311
  6 42 1.37448
  7 42 -0.487408
  8 42 -1.83463
  9 42 -0.621537
  10 42 1.04995
  11 42 0.323046
  12 42 0.706336
  13 42 -0.342555
  14 42 1.636
  15 42 0.436892
  16 42 1.34427
  17 42 -0.97071
  18 42 1.0376
  19 42 -0.626161
  20 42 0.361751
4200 20 840
  1 42 0.247285
  2 42 1.03301
  3 42 0.590523
  4 42 0.323031
  5 42 2.04589
  6 42 0.123334
  7 42 0.538905
  8 42 -1.01924
  9 42 -2.45725
  10 42 0.159247
  11 42 -0.205667
  12 42 -1.51492
  13 42 -0.949366
  14 42 -2.10178
  15 42 2.64691
  16 42 1.51168
  17 42 -0.593245
  18 42 0.049048
  19 42 1.76344
  20 42 0.61866
4300 20 840
  1 42 -0.931865
  2 42 -0.1793
  3 42 0.898747
  4 42 -0.534593
  5 42 1.3556
  6 42 0.709044
  7 42 2.55243
  8 42 0.450866
  9 42 0.471461
  10 42 -0.90605
  11 42 -0.56555
  12 42 0.132276
  13 42 -0.0922071
  14 42 -1.55346
  15 42 -1.94307
  16 42 -0.606332
  17 42 0.003416
  18 42 0.474507
  19 42 2.47413
  20 42 -1.50284
4400 20 840
  1 42 0.0542507
  2 42 0.242534
  3 42 -0.198832
  4 42 1.40235
  5 42 -0.163799
  6 42 0.976037
  7 42 0.0562911
  8 42 -0.172712
  9 42 2.81475
  10 42 -0.590004
  11 42 1.33487
  12 42 -0.415175
  13 42 -1.40357
  14 42 0.848055
  15 42 -0.968015
  16 42 1.22362
  17 42 -2.73133
  18 42 -0.960634
  19 42 -1.36694
  20 42 0.620091
4500 20 840
  1 42 -1.69437
  2 42 -0.887955
  3 42 -0.0578378
  4 42 1.70528
  5 42 -0.616199
  6 42 0.454855
  7 42 0.775789
  8 42 -1.16945
  9 42 -0.0599979
  10 42 -1.0985
  11 42 -1.12914
  12 42 2.40399
  13 42 -0.0796986
  14 42 0.00712533
  15 42 0.761463
  16 42 -0.61971
  17 42 0.815532
  18 42 0.541633
  19 42 2.6377
  20 42 -1.32836
4600 20 840
  1 42 0.621586
  2 42 1.45609
  3 42 -0.00338296
  4 42 -0.154435
  5 42 2.95565
  6 42 0.0766152
  7 42 -0.470222
  8 42 -0.5481
  9 42 -1.96312
  10 42 -0.640265
  11 42 -0.872302
  12 42 -1.74099
  13 42 -0.695025
  14 42 0.631951
  15 42 -0.200924
  16 42 0.761951
  17 42 -1.38618
  18 42 -0.391254
  19 42 0.202771
  20 42 -0.197722
4700 20 840
  1 42 1.13663
  2 42 1.00674
  3 42 -0.508984
  4 42 -0.322023
  5 42 -1.21617
  6 42 -2.23922
  7 42 -4.32694
  8 42 -0.749769
  9 42 -1.5894
  10 42 0.295192
  11 42 1.95463
  12 42 -0.224937
  13 42 -0.136636
  14 42 -1.08378
  15 42 0.419548
  16 42 0.600157
  17 42 -0.958186
  18 42 -1.71427
  19 42 -0.531625
  20 42 0.262102
4800 20 840
  1 42 0.765646
  2 42 1.70234
  3 42 -0.276877
  4 42 -0.371272
  5 42 -0.494009
  6 42 -0.127792
  7 42 -1.76179
  8 42 -1.83646
  9 42 -0.684387
  10 42 0.840915
  11 42 1.09197
  12 42 0.567369
  13 42 0.189071
  14 42 0.25143
  15 42 1.1791
  16 42 2.26051
  17 42 -0.288223
  18 42 -1.41323
  19 42 -0.303413
  20 42 -0.552357
4900 20 840
  1 42 -0.58357
  2 42 0.842032
  3 42 -0.316516
  4 42 -0.407246
  5 42 0.590057
  6 42 1.46354
  7 42 1.0494
  8 42 -0.579552
  9 42 -0.0614126
  10 42 0.275998
  11 42 -0.115904
  12 42 1.04512
  13 42 1.24272
  14 42 1.09271
  15 42 1.67691
  16 42 -0.297183
  17 42 -2.60723
  18 42 -0.686468
  19 42 -0.623055
  20 42 1.02474
5000 20 840
  1 42 -1.36341
  2 42 -0.41295
  3 42 0.303454
  4 42 -0.988319
  5 42 -1.42565
  6 42 0.683974
  7 42 1.59668
  8 42 -0.459821
  9 42 -2.77079
  10 42 -2.05051
  11 42 -0.368806
  12 42 1.46123
  13 42 1.39323
  14 42 -0.343517
  15 42 1.1594
  16 42 1.43684
  17 42 -1.29311
  18 42 -1.38742
  19 42 -0.0859753
  20 42 0.222408
5100 20 840
  1 42 0.827969
  2 42 1.71292
  3 42 -0.497123
  4 42 -1.09018
  5 42 3.06167
  6 42 2.75024
  7 42 0.90114
  8 42 -0.000965064
  9 42 1.30204
  10 42 -0.521816
  11 42 1.47007
  12 42 -0.266191
  13 42 0.57534
  14 42 -1.61369
  15 42 1.64145
  16 42 1.81169
  17 42 -1.15248
  18 42 -1.72666
  19 42 0.326453
  20 42 -0.541571
5200 20 840
  1 42 -0.0360463
  2 42 2.10768
  3 42 -0.678184
  4 42 -0.0788212
  5 42 1.7148
  6 42 1.18477
  7 42 -1.62326
  8 42 -0.438028
  9 42 -0.260051
  10 42 0.257042
  11 42 -0.937309
  12 42 1.57711
  13 42 0.353176
  14 42 1.33226
  15 42 1.61545
  16 42 0.283147
  17 42 0.0011468
  18 42 0.340861
  19 42 -1.01726
  20 42 -0.319681
5300 20 840
  1 42 1.17394
  2 42 -0.972935
  3 42 -2.57286
  4 42 0.193385
  5 42 0.883776
  6 42 -1.35449
  7 42 -0.180673
  8 42 -1.44449
  9 42 1.1003
  10 42 0.827669
  11 42 -3.39116
  12 42 -2.38383
  13 42 -0.817861
  14 42 -0.834544
  15 42 0.169447
  16 42 -0.0175841
  17 42 -0.216008
  18 42 -0.787089
  19 42 0.36436
  20 42 -0.591171
5400 20 840
  1 42 0.11803
  2 42 -0.736193
  3 42 0.0492916
  4 42 0.296441
  5 42 1.06822
  6 42 -2.30051
  7 42 2.69454
  8 42 -0.600391
  9 42 0.64031
  10 42 -0.693736
  11 42 1.84162
  12 42 -1.15144
  13 42 -1.16653
  14 42 -2.31733
  15 42 -1.01437
  16 42 -2.29055
  17 42 0.539199
  18 42 -0.0389531
  19 42 2.29825
  20 42 -1.26169
5500 20 840
  1 42 0.113003
  2 42 0.108983
  3 42 -0.776237
  4 42 0.286094
  5 42 1.51904
  6 42 0.0513708
  7 42 -1.15574
  8 42 -0.393477
  9 42 2.10327
  10 42 0.169873
  11 42 2.66568
  12 42 0.12883
  13 42 -1.23264
  14 42 0.137858
  15 42 0.601855
  16 42 2.64314
  17 42 -2.09445
  18 42 -0.485645
  19 42 -0.701295
  20 42 1.46857
5600 20 840
  1 42 -0.658815
  2 42 -0.370086
  3 42 0.259982
  4 42 0.770442
  5 42 -2.09513
  6 42 0.863544
  7 42 0.212688
  8 42 -0.242206
  9 42 -1.70768
  10 42 0.453343
  11 42 0.653448
  12 42 0.69542
  13 42 -2.47516
  14 42 -1.1714
  15 42 -1.07653
  16 42 -1.71441
  17 42 0.535363
  18 42 -0.0928333
  19 42 -0.0170042
  20 42 0.241766
5700 20 840
  1 42 -0.209088
  2 42 -0.0811515
  3 42 1.14698
  4 42 0.361268
  5 42 2.19401
  6 42 2.41285
  7 42 -0.360897
  8 42 -0.198536
  9 42 1.88014
  10 42 -1.03084
  11 42 -1.83495
  12 42 -1.13337
  13 42 -0.472509
  14 42 -0.629013
  15 42 -0.645268
  16 42 1.72428
  17 42 -1.55735
  18 42 -0.12876
  19 42 -1.15076
  20 42 2.66122
5800 20 840
  1 42 -0.35748
  2 42 0.754281
  3 42 2.63181
  4 42 0.553071
  5 42 1.42579
  6 42 0.35931
  7 42 -2.20234
  8 42 -0.805465
  9 42 -0.94631
  10 42 0.470286
  11 42 1.73646
  12 42 -0.954866
  13 42 -0.298038
  14 42 -1.22853
  15 42 -1.59281
  16 42 2.61444
  17 42 -1.54845
  18 42 -0.0408197
  19 42 0.332576
  20 42 0.600222
5900 20 840
  1 42 -0.897212
  2 42 0.367854
  3 42 -2.07663
  4 42 1.67438
  5 42 -0.682873
  6 42 -0.70673
  7 42 1.04253
  8 42 -2.43309
  9 42 -0.821484
  10 42 -0.334247
  11 42 0.6309
  12 42 0.7137
  13 42 -0.0756374
  14 42 1.65563
  15 42 2.31003
  16 42 -1.41462
  17 42 0.422758
  18 42 -0.647387
  19 42 0.172557
  20 42 -1.9577
6000 20 840
  1 42 -0.685117
  2 42 3.08617
  3 42 0.417452
  4 42 -0.806907
  5 42 0.82939
  6 42 0.734543
  7 42 -0.0919467
  8 42 -1.50028
  9 42 -2.67857
  10 42 -0.460967
  11 42 -1.04691
  12 42 0.696551
  13 42 1.15822
  14 42 -0.137006
  15 42 2.81841
  16 42 0.547283
  17 42 -0.779577
  18 42 -0.851296
  19 42 -0.430898
  20 42 -0.140079
6100 20 840
  1 42 0.113543
  2 42 0.680434
  3 42 0.647256
  4 42 -2.17979
  5 42 -1.72136
  6 42 -2.7823
  7 42 1.13515
  8 42 -0.702129
  9 42 -1.02302
  10 42 0.837865
  11 42 -1.31278
  12 42 -0.216598
  13 42 1.13198
  14 42 -0.831648
  15 42 1.00294
  16 42 -1.57072
  17 42 -1.01044
  18 42 -1.2554
  19 42 -0.247126
  20 42 -0.635692
6200 20 840
  1 42 0.964553
  2 42 0.622298
  3 42 -1.23136
  4 42 -0.766255
  5 42 0.531928
  6 42 -2.53269
  7 42 -0.854366
  8 42 0.438485
  9 42 -3.08972
  10 42 1.09677
  11 42 -1.55878
  12 42 -1.06577
  13 42 0.00513469
  14 42 -0.17423
  15 42 0.668544
  16 42 3.8267
  17 42 -1.08095
  18 42 -1.61501
  19 42 1.49494
  20 42 0.791136
6300 20 840
  1 42 0.0502165
  2 42 2.36278
  3 42 -1.56653
  4 42 -0.197042
  5 42 1.54554
  6 42 -0.292458
