# Chunk-averaged data for fix netEndForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netEndForce
  12 42 -0.698835
  13 42 -1.32323
  14 42 -1.34455
  15 42 0.616743
  16 42 0.0246053
  17 42 0.364386
  18 42 1.07013
  19 42 -0.5184
  20 42 0.301351
500 20 840
  1 42 0.0719555
  2 42 -0.16755
  3 42 -1.23498
  4 42 0.811512
  5 42 1.22527
  6 42 0.400871
  7 42 -2.46479
  8 42 0.279726
  9 42 -1.69736
  10 42 0.446563
  11 42 0.975592
  12 42 2.19708
  13 42 -1.02692
  14 42 -0.420553
  15 42 -0.798147
  16 42 -0.185869
  17 42 -1.18606
  18 42 -0.107181
  19 42 -0.973016
  20 42 0.191423
600 20 840
  1 42 -2.81266
  2 42 -1.00303
  3 42 -0.536628
  4 42 0.666906
  5 42 -2.03031
  6 42 -1.8252
  7 42 -0.635189
  8 42 1.54194
  9 42 -2.05265
  10 42 0.310472
  11 42 0.0447219
  12 42 -0.151921
  13 42 0.779852
  14 42 -1.41988
  15 42 -1.68531
  16 42 0.507469
  17 42 -2.81645
  18 42 -1.17033
  19 42 -0.451871
  20 42 1.15531
700 20 840
  1 42 -2.23423
  2 42 0.652626
  3 42 1.85933
  4 42 -0.129904
  5 42 -1.02582
  6 42 -2.66724
  7 42 -0.53474
  8 42 0.39123
  9 42 -0.732763
  10 42 -0.79604
  11 42 1.42169
  12 42 -1.59255
  13 42 -0.589964
  14 42 -2.26098
  15 42 1.25036
  16 42 1.57285
  17 42 0.123393
  18 42 -2.50259
  19 42 -1.88332
  20 42 -0.493692
800 20 840
  1 42 -0.847268
  2 42 -1.59655
  3 42 -2.63185
  4 42 -1.38772
  5 42 0.784502
  6 42 0.028164
  7 42 -1.10643
  8 42 -1.12174
  9 42 0.944839
  10 42 1.81771
  11 42 -0.154807
  12 42 -1.34981
  13 42 0.490046
  14 42 1.79285
  15 42 -3.22612
  16 42 0.74219
  17 42 -0.175289
  18 42 0.0770147
  19 42 -0.707327
  20 42 -0.0810083
900 20 840
  1 42 -0.404625
  2 42 -1.53852
  3 42 -0.0590118
  4 42 -0.110935
  5 42 0.932726
  6 42 0.291546
  7 42 1.48714
  8 42 -1.25698
  9 42 0.319237
  10 42 0.375071
  11 42 1.48144
  12 42 -0.74185
  13 42 -1.77953
  14 42 -0.276911
  15 42 0.722709
  16 42 0.751259
  17 42 0.451845
  18 42 -1.12331
  19 42 2.2789
  20 42 -0.447905
1000 20 840
  1 42 0.758364
  2 42 0.22593
  3 42 0.408551
  4 42 0.147264
  5 42 -2.0475
  6 42 0.569257
  7 42 -0.0199593
  8 42 1.29209
  9 42 0.380609
  10 42 1.45161
  11 42 0.319847
  12 42 0.570519
  13 42 0.788276
  14 42 -0.147195
  15 42 0.849774
  16 42 0.750466
  17 42 -0.899897
  18 42 -0.212624
  19 42 0.634262
  20 42 -0.107929
1100 20 840
  1 42 1.67193
  2 42 -0.0907793
  3 42 -1.0145
  4 42 -1.41716
  5 42 0.809606
  6 42 -0.102803
  7 42 0.475687
  8 42 0.519696
  9 42 0.378796
  10 42 -0.482124
  11 42 1.45801
  12 42 2.32328
  13 42 0.817466
  14 42 0.566737
  15 42 -1.35868
  16 42 -0.431731
  17 42 -0.633118
  18 42 1.64322
  19 42 1.34475
  20 42 0.375539
1200 20 840
  1 42 1.42374
  2 42 0.270304
  3 42 -0.0696248
  4 42 0.220377
  5 42 3.34337
  6 42 1.42183
  7 42 1.24136
  8 42 -0.710013
  9 42 -3.04071
  10 42 -0.207173
  11 42 -1.69704
  12 42 1.26288
  13 42 -1.08879
  14 42 0.344547
  15 42 0.26083
  16 42 -0.224976
  17 42 0.478063
  18 42 1.33696
  19 42 2.576
  20 42 -0.874918
1300 20 840
  1 42 0.059249
  2 42 -1.25868
  3 42 -0.380243
  4 42 1.35391
  5 42 -1.84643
  6 42 1.14472
  7 42 -1.78004
  8 42 -0.570059
  9 42 0.342363
  10 42 0.336776
  11 42 0.2935
  12 42 0.338746
  13 42 -0.0822138
  14 42 -0.857757
  15 42 -1.51844
  16 42 0.0478075
  17 42 -1.23903
  18 42 1.98889
  19 42 -0.8956
  20 42 -0.77952
1400 20 840
  1 42 -0.823985
  2 42 1.17727
  3 42 1.96731
  4 42 -1.44558
  5 42 -1.22829
  6 42 -1.49914
  7 42 2.02632
  8 42 0.8222
  9 42 -0.942441
  10 42 -1.30786
  11 42 0.375284
  12 42 -0.20393
  13 42 -1.51874
  14 42 -2.10562
  15 42 3.22363
  16 42 -0.935511
  17 42 -0.423606
  18 42 0.129863
  19 42 0.558006
  20 42 -2.11415
1500 20 840
  1 42 -0.807551
  2 42 -0.104735
  3 42 -2.50644
  4 42 -1.25346
  5 42 1.26739
  6 42 -0.765583
  7 42 -0.0123243
  8 42 -0.258933
  9 42 1.56149
  10 42 1.63756
  11 42 0.165145
  12 42 0.457878
  13 42 1.5505
  14 42 1.19865
  15 42 -0.265256
  16 42 -0.498102
  17 42 0.0835881
  18 42 -0.751658
  19 42 0.455784
  20 42 -0.135648
1600 20 840
  1 42 -0.338819
  2 42 -0.381948
  3 42 0.276729
  4 42 0.0700688
  5 42 0.677487
  6 42 -1.95004
  7 42 0.989996
  8 42 -0.242825
  9 42 0.107265
  10 42 0.0555134
  11 42 0.124266
  12 42 -0.953409
  13 42 1.672
  14 42 1.5225
  15 42 -1.93821
  16 42 0.801999
  17 42 -2.26944
  18 42 -2.27853
  19 42 -0.305845
  20 42 2.58373
1700 20 840
  1 42 0.242365
  2 42 0.954843
  3 42 1.55059
  4 42 0.72883
  5 42 -1.24718
  6 42 -1.10122
  7 42 -0.666085
  8 42 -1.45759
  9 42 -0.637338
  10 42 0.41347
  11 42 1.69301
  12 42 0.123339
  13 42 0.0106002
  14 42 0.293283
  15 42 2.60027
  16 42 2.47792
  17 42 0.20458
  18 42 -1.20479
  19 42 -0.957784
  20 42 0.0884767
1800 20 840
  1 42 -0.0751833
  2 42 -1.62702
  3 42 -0.112376
  4 42 -0.391249
  5 42 -2.69683
  6 42 -2.1824
  7 42 -0.425408
  8 42 -0.712924
  9 42 1.54966
  10 42 0.399021
  11 42 0.575924
  12 42 0.0502084
  13 42 -0.378811
  14 42 0.325284
  15 42 1.65872
  16 42 1.03806
  17 42 -0.541818
  18 42 0.66039
  19 42 -0.796005
  20 42 1.13477
1900 20 840
  1 42 1.29011
  2 42 -0.265074
  3 42 0.695482
  4 42 -0.0426976
  5 42 0.4297
  6 42 1.03254
  7 42 1.34765
  8 42 -0.284465
  9 42 -0.696135
  10 42 -1.89939
  11 42 0.706698
  12 42 -0.000690009
  13 42 -2.02467
  14 42 -0.176231
  15 42 -0.0299011
  16 42 -0.497953
  17 42 0.191722
  18 42 -1.22308
  19 42 -0.112307
  20 42 0.686943
2000 20 840
  1 42 0.723651
  2 42 0.259073
  3 42 -0.463659
  4 42 1.46682
  5 42 0.534604
  6 42 1.80513
  7 42 -1.29741
  8 42 0.487468
  9 42 0.876253
  10 42 -0.533913
  11 42 -3.0414
  12 42 -0.595547
  13 42 1.10368
  14 42 1.0784
  15 42 -0.58567
  16 42 1.56928
  17 42 -1.28816
  18 42 1.76056
  19 42 -2.60118
  20 42 1.7798
2100 20 840
  1 42 1.5111
  2 42 1.26888
  3 42 -0.865112
  4 42 1.18949
  5 42 -1.63217
  6 42 -2.06637
  7 42 -0.375858
  8 42 0.914048
  9 42 -0.103351
  10 42 0.909065
  11 42 1.53193
  12 42 0.452501
  13 42 -1.74682
  14 42 0.1235
  15 42 0.0896866
  16 42 -2.33644
  17 42 0.042153
  18 42 1.76501
  19 42 -0.108616
  20 42 -1.19928
2200 20 840
  1 42 0.606269
  2 42 -0.0415184
  3 42 1.11472
  4 42 0.47885
  5 42 1.18464
  6 42 -2.38569
  7 42 2.50808
  8 42 2.19663
  9 42 -0.226082
  10 42 1.08091
  11 42 -1.95141
  12 42 -1.79614
  13 42 -0.275224
  14 42 -0.0610466
  15 42 1.39944
  16 42 -1.81885
  17 42 0.219265
  18 42 1.14234
  19 42 2.29222
  20 42 0.253715
2300 20 840
  1 42 0.753289
  2 42 0.913093
  3 42 -0.775055
  4 42 -0.135424
  5 42 -1.27976
  6 42 -1.0415
  7 42 -1.42859
  8 42 -0.489607
  9 42 1.23286
  10 42 2.26061
  11 42 2.28772
  12 42 -0.25277
  13 42 0.589173
  14 42 1.80651
  15 42 -1.32442
  16 42 -1.16232
  17 42 0.23436
  18 42 1.01615
  19 42 -2.06086
  20 42 0.500896
2400 20 840
  1 42 0.150055
  2 42 1.92885
  3 42 -0.390638
  4 42 0.0834463
  5 42 2.03778
  6 42 -1.38321
  7 42 2.7741
  8 42 -0.583541
  9 42 -2.15096
  10 42 -0.275779
  11 42 -2.1132
  12 42 -1.03796
  13 42 0.751748
  14 42 0.734123
  15 42 2.35953
  16 42 0.781896
  17 42 -0.535231
  18 42 -0.457689
  19 42 1.24145
  20 42 -0.84472
2500 20 840
  1 42 -0.512181
  2 42 -0.515045
  3 42 -0.391555
  4 42 0.382835
  5 42 -0.675481
  6 42 -2.29226
  7 42 -0.691578
  8 42 0.0772999
  9 42 2.06158
  10 42 1.20359
  11 42 0.792772
  12 42 -0.781263
  13 42 0.286816
  14 42 -0.408634
  15 42 0.123259
  16 42 1.40021
  17 42 -0.208801
  18 42 -0.903308
  19 42 -0.0488995
  20 42 1.51364
2600 20 840
  1 42 0.590846
  2 42 0.0205275
  3 42 1.26591
  4 42 0.328762
  5 42 -1.14683
  6 42 -0.676938
  7 42 1.48939
  8 42 0.0737411
  9 42 0.180427
  10 42 -2.55814
  11 42 1.6506
  12 42 0.0884547
  13 42 -0.20614
  14 42 -0.610097
  15 42 -0.558297
  16 42 0.815814
  17 42 -2.25771
  18 42 -2.22406
  19 42 -0.233034
  20 42 1.49675
2700 20 840
  1 42 -0.611744
  2 42 -0.460864
  3 42 0.00783498
  4 42 0.489971
  5 42 2.32452
  6 42 4.12563
  7 42 -1.29857
  8 42 -2.05648
  9 42 -1.95312
  10 42 -1.44748
  11 42 1.34918
  12 42 1.33191
  13 42 0.541361
  14 42 0.241435
  15 42 1.05238
  16 42 2.04999
  17 42 -0.971941
  18 42 0.195772
  19 42 0.424672
  20 42 -0.637423
2800 20 840
  1 42 0.731633
  2 42 0.768706
  3 42 1.68041
  4 42 -0.786753
  5 42 0.553655
  6 42 -0.626183
  7 42 -0.645781
  8 42 -1.09474
  9 42 0.234967
  10 42 1.80524
  11 42 0.155791
  12 42 -0.442212
  13 42 -0.772946
  14 42 -0.234804
  15 42 0.288785
  16 42 -0.140649
  17 42 -1.96768
  18 42 -0.0316881
  19 42 -1.06133
  20 42 -0.143823
2900 20 840
  1 42 0.744863
  2 42 -0.608129
  3 42 -0.383671
  4 42 0.151298
  5 42 0.379649
  6 42 -2.0485
  7 42 0.946431
  8 42 0.480717
  9 42 3.08114
  10 42 -0.0676263
  11 42 2.33671
  12 42 -1.11511
  13 42 -0.541721
  14 42 -0.713294
  15 42 -0.411907
  16 42 -0.141825
  17 42 -0.825962
  18 42 -1.30912
  19 42 0.283766
  20 42 -0.610245
3000 20 840
  1 42 -0.739393
  2 42 0.950572
  3 42 -1.08068
  4 42 -0.987014
  5 42 0.429956
  6 42 1.34447
  7 42 -0.921489
  8 42 -0.243348
  9 42 0.289606
  10 42 1.74865
  11 42 -1.27378
  12 42 0.943377
  13 42 1.74997
  14 42 1.02286
  15 42 -0.1646
  16 42 -0.519567
  17 42 -1.30422
  18 42 2.21967
  19 42 1.72398
  20 42 -1.25538
3100 20 840
  1 42 0.3543
  2 42 1.40775
  3 42 -1.37214
  4 42 1.62418
  5 42 1.38454
  6 42 -0.0410563
  7 42 0.465295
  8 42 -1.72824
  9 42 -1.28675
  10 42 1.07558
  11 42 0.0406582
  12 42 0.585298
  13 42 0.305019
  14 42 0.530034
  15 42 -1.64569
  16 42 -1.248
  17 42 0.139206
  18 42 0.107791
  19 42 2.33831
  20 42 -1.19091
3200 20 840
  1 42 -0.946401
  2 42 0.344542
  3 42 0.644011
  4 42 0.990792
  5 42 3.11309
  6 42 -1.46441
  7 42 0.522447
  8 42 0.378523
  9 42 -1.07727
  10 42 1.26787
  11 42 -1.19262
  12 42 -1.63884
  13 42 0.581505
  14 42 -0.744666
  15 42 0.75292
  16 42 1.10815
  17 42 -0.732704
  18 42 2.27651
  19 42 1.88523
  20 42 -1.05803
3300 20 840
  1 42 0.542442
  2 42 1.23226
  3 42 -0.703957
  4 42 -0.474064
  5 42 -0.259221
  6 42 -0.699935
  7 42 0.1846
  8 42 0.120221
  9 42 0.866524
  10 42 1.2907
  11 42 2.59775
  12 42 1.17519
  13 42 -0.20672
  14 42 0.00802156
  15 42 0.812333
  16 42 -1.10898
  17 42 -0.142422
  18 42 -0.0320713
  19 42 -0.50877
  20 42 -0.927416
3400 20 840
  1 42 -0.618009
  2 42 0.121644
  3 42 -0.264863
  4 42 0.111449
  5 42 2.25772
  6 42 2.7976
  7 42 0.27225
  8 42 0.264401
  9 42 -2.13851
  10 42 -2.29836
  11 42 0.987628
  12 42 0.445098
  13 42 0.197826
  14 42 -0.335259
  15 42 0.1449
  16 42 0.988511
  17 42 -1.54239
  18 42 -1.02831
  19 42 -0.252556
  20 42 -1.01174
3500 20 840
  1 42 -1.04242
  2 42 0.39797
  3 42 0.815123
  4 42 0.464046
  5 42 -0.697007
  6 42 0.935996
  7 42 -1.57546
  8 42 -0.652407
  9 42 0.16765
  10 42 1.60451
  11 42 1.15541
  12 42 0.744149
  13 42 0.399386
  14 42 -0.178027
  15 42 -2.15928
  16 42 1.65555
  17 42 -1.21838
  18 42 -0.587542
  19 42 -0.138885
  20 42 2.32448
3600 20 840
  1 42 1.25976
  2 42 0.345777
  3 42 1.51432
  4 42 1.29651
  5 42 0.428219
  6 42 -3.15209
  7 42 0.626376
  8 42 -0.466655
  9 42 0.284734
  10 42 -0.118272
  11 42 2.50726
  12 42 -1.86929
  13 42 -0.25506
  14 42 0.449289
  15 42 -0.701723
  16 42 -0.670438
  17 42 -1.53377
  18 42 -1.54544
  19 42 -0.917923
  20 42 0.880122
3700 20 840
  1 42 -0.652163
  2 42 0.775044
  3 42 -0.472442
  4 42 -0.172406
  5 42 1.34797
  6 42 0.269844
  7 42 -0.575361
  8 42 -0.630105
  9 42 -2.44947
  10 42 2.00885
  11 42 -0.415392
  12 42 -0.809909
  13 42 1.44689
  14 42 0.391852
  15 42 -1.19324
  16 42 0.382761
  17 42 1.00228
  18 42 0.897887
  19 42 -0.260485
  20 42 0.0701616
3800 20 840
  1 42 0.212223
  2 42 0.353978
  3 42 0.59879
  4 42 -1.2882
  5 42 -1.18289
  6 42 -1.77617
  7 42 0.220219
  8 42 -0.0312823
  9 42 1.04456
  10 42 1.37295
  11 42 -1.07037
  12 42 -1.76244
  13 42 -0.0914555
  14 42 -0.354425
  15 42 -1.2765
  16 42 -0.0545208
  17 42 0.079689
  18 42 -1.48647
  19 42 0.39419
  20 42 1.75811
3900 20 840
  1 42 -0.289319
  2 42 -0.632208
  3 42 -1.76591
  4 42 1.81499
  5 42 0.0327485
  6 42 -1.78675
  7 42 0.461597
  8 42 0.464723
  9 42 2.11571
  10 42 0.881522
  11 42 0.612592
  12 42 -0.586475
  13 42 -1.07476
  14 42 0.146979
  15 42 0.566508
  16 42 -1.989
  17 42 0.63731
  18 42 2.01709
  19 42 1.45978
  20 42 -1.6301
4000 20 840
  1 42 -0.0740785
  2 42 2.50186
  3 42 -0.684683
  4 42 -0.101244
  5 42 0.156352
  6 42 -1.30234
  7 42 -0.13028
  8 42 0.866008
  9 42 -0.324533
  10 42 2.16728
  11 42 -0.433373
  12 42 1.11112
  13 42 -0.885706
  14 42 1.08561
  15 42 1.28322
  16 42 -1.62806
  17 42 -1.00437
  18 42 2.55446
  19 42 -0.179725
  20 42 0.818373
4100 20 840
  1 42 1.46638
  2 42 -1.34709
  3 42 -1.23544
  4 42 0.508958
  5 42 -0.567376
  6 42 -1.10404
  7 42 -0.0625681
  8 42 0.441256
  9 42 -1.01255
  10 42 -2.15762
  11 42 2.07835
  12 42 -0.60175
  13 42 0.474907
  14 42 0.678327
  15 42 -1.67563
  16 42 1.80006
  17 42 -0.863514
  18 42 1.12405
  19 42 -0.636566
  20 42 -1.28738
4200 20 840
  1 42 0.621364
  2 42 -0.00359445
  3 42 0.630969
  4 42 0.393728
  5 42 1.4853
  6 42 1.92409
  7 42 0.940404
  8 42 -0.199365
  9 42 -1.3492
  10 42 -0.499022
  11 42 -1.15239
  12 42 -0.0495416
  13 42 0.299118
  14 42 0.803812
  15 42 0.359598
  16 42 -0.113756
  17 42 -0.512481
  18 42 0.611943
  19 42 0.573549
  20 42 -0.0282246
4300 20 840
  1 42 0.291543
  2 42 0.682355
  3 42 0.885031
  4 42 -0.0210486
  5 42 0.51845
  6 42 -0.907458
  7 42 0.807011
  8 42 -0.702898
  9 42 2.84337
  10 42 -0.874981
  11 42 1.22897
  12 42 1.02069
  13 42 -0.743943
  14 42 1.1572
  15 42 0.174545
  16 42 0.461627
  17 42 -1.72592
  18 42 0.791773
  19 42 0.652301
  20 42 0.107627
4400 20 840
  1 42 1.19221
  2 42 0.251752
  3 42 0.273007
  4 42 0.0214925
  5 42 -0.371122
  6 42 -0.685915
  7 42 1.29433
  8 42 0.126478
  9 42 2.20308
  10 42 -0.087844
  11 42 0.248585
  12 42 -0.973343
  13 42 1.70887
  14 42 0.741251
  15 42 0.65085
  16 42 2.15926
  17 42 -0.982551
  18 42 -2.22567
  19 42 1.1876
  20 42 -0.804585
4500 20 840
  1 42 -0.185163
  2 42 0.326269
  3 42 1.01503
  4 42 -3.23815
  5 42 0.294331
  6 42 -0.675587
  7 42 3.0109
  8 42 -1.18881
  9 42 0.719198
  10 42 2.44946
  11 42 -0.707768
  12 42 0.177811
  13 42 0.385117
  14 42 0.621337
  15 42 -1.07187
  16 42 0.946462
  17 42 0.432692
  18 42 -1.71112
  19 42 3.05165
  20 42 2.57612
4600 20 840
  1 42 1.31356
  2 42 -0.924086
  3 42 0.161689
  4 42 0.999171
  5 42 0.322253
  6 42 -2.11976
  7 42 0.551572
  8 42 -2.61229
  9 42 -0.0275547
  10 42 1.10677
  11 42 1.27424
  12 42 0.108095
  13 42 -0.596233
  14 42 0.205922
  15 42 1.91297
  16 42 -1.04449
  17 42 -0.14816
  18 42 -0.516328
  19 42 0.029596
  20 42 -1.02403
4700 20 840
  1 42 -0.128234
  2 42 0.796799
  3 42 1.47567
  4 42 1.32888
  5 42 -1.29542
  6 42 -2.20183
  7 42 -1.76888
  8 42 -0.636939
  9 42 -0.0463349
  10 42 2.43796
  11 42 -0.670921
  12 42 0.535187
  13 42 -0.192546
  14 42 -0.481592
  15 42 2.31557
  16 42 -0.852549
  17 42 -0.626442
  18 42 -0.591121
  19 42 -0.377725
  20 42 2.43681
4800 20 840
  1 42 0.349915
  2 42 0.471007
  3 42 -0.738328
  4 42 0.0747499
  5 42 -1.05601
  6 42 -1.31364
  7 42 1.18177
  8 42 1.08935
  9 42 -0.879077
  10 42 -2.02253
  11 42 0.767643
  12 42 -0.339154
  13 42 -0.811214
  14 42 -1.35495
  15 42 0.219517
  16 42 1.48048
  17 42 -1.84537
  18 42 0.0764551
  19 42 -2.50454
  20 42 0.0946328
4900 20 840
  1 42 0.190465
  2 42 1.05923
  3 42 -1.47509
  4 42 0.624256
  5 42 0.98864
  6 42 1.02656
  7 42 -0.840381
  8 42 0.400808
  9 42 -1.36479
  10 42 -0.55922
  11 42 -1.93758
  12 42 -0.043536
  13 42 0.162791
  14 42 0.719722
  15 42 0.965532
  16 42 0.00501671
  17 42 0.546493
  18 42 1.42687
  19 42 -1.27663
  20 42 -1.86969
5000 20 840
  1 42 -0.31083
  2 42 1.58432
  3 42 1.4598
  4 42 0.436682
  5 42 2.32221
  6 42 0.31921
  7 42 -0.639735
  8 42 0.100391
  9 42 2.7523
  10 42 -0.0114572
  11 42 -0.257142
  12 42 -0.903805
  13 42 -1.42196
  14 42 0.766301
  15 42 0.435884
  16 42 0.221694
  17 42 -0.834329
  18 42 1.61797
  19 42 0.248066
  20 42 0.420244
5100 20 840
  1 42 0.64434
  2 42 -0.752399
  3 42 -1.27135
  4 42 1.60221
  5 42 -2.41297
  6 42 -0.266515
  7 42 2.08911
  8 42 1.2973
  9 42 0.24269
  10 42 -0.240979
  11 42 1.93218
  12 42 -0.738259
  13 42 0.65306
  14 42 1.18433
  15 42 -0.645732
  16 42 -1.07087
  17 42 -1.56905
  18 42 1.88752
  19 42 1.72144
  20 42 -0.752666
5200 20 840
  1 42 0.357187
  2 42 0.636492
  3 42 -1.93259
  4 42 -0.691334
  5 42 -0.668839
  6 42 1.18837
  7 42 -1.36827
  8 42 -0.0919059
  9 42 -0.964357
  10 42 1.51962
  11 42 0.0400306
  12 42 0.484735
  13 42 -0.351504
  14 42 1.48717
  15 42 0.455823
  16 42 2.13419
  17 42 -0.167896
  18 42 -1.41902
  19 42 0.645113
  20 42 0.05969
5300 20 840
  1 42 0.109217
  2 42 1.51138
  3 42 -0.767895
  4 42 -1.5262
  5 42 1.42256
  6 42 -0.91159
  7 42 2.06096
  8 42 -0.201645
  9 42 -0.444014
  10 42 0.35647
  11 42 0.536807
  12 42 0.133415
  13 42 0.329823
  14 42 0.225605
  15 42 0.376316
  16 42 0.254891
  17 42 0.275051
  18 42 -0.182801
  19 42 0.212463
  20 42 -0.228209
5400 20 840
  1 42 -0.165441
  2 42 -0.740789
  3 42 -0.0751002
  4 42 2.00839
  5 42 -0.965051
  6 42 -2.63226
  7 42 -0.0831311
  8 42 -1.57585
  9 42 -0.642942
  10 42 1.56272
  11 42 0.422248
  12 42 -2.70462
  13 42 0.265532
  14 42 -1.76165
  15 42 1.29588
  16 42 -0.273786
  17 42 -0.615533
  18 42 -1.84178
  19 42 -1.92512
  20 42 1.45614
5500 20 840
  1 42 -1.19834
  2 42 -0.737783
  3 42 2.37332
  4 42 -0.293013
  5 42 -1.1748
  6 42 -2.59279
  7 42 0.396921
  8 42 -0.176816
  9 42 -1.54924
  10 42 1.37222
  11 42 0.632952
  12 42 -0.0588521
  13 42 -1.55333
  14 42 -2.71072
  15 42 -0.704424
  16 42 1.87447
  17 42 -1.63343
  18 42 -0.630822
  19 42 0.0603376
  20 42 1.24699
5600 20 840
  1 42 1.24253
  2 42 0.615175
  3 42 -0.748826
  4 42 -0.875416
  5 42 -0.164072
  6 42 -0.574886
  7 42 -1.43505
  8 42 0.161674
  9 42 -2.25184
  10 42 -0.723188
  11 42 0.524799
  12 42 -0.0940215
  13 42 0.00198553
  14 42 -1.95233
  15 42 -1.31946
  16 42 -0.0587274
  17 42 -0.802899
  18 42 -1.6517
  19 42 -3.23881
  20 42 -2.02681
5700 20 840
  1 42 0.781522
  2 42 1.32878
  3 42 1.43269
  4 42 -0.460344
  5 42 -0.607375
  6 42 0.169005
  7 42 1.16776
  8 42 0.729479
  9 42 2.09
  10 42 0.657693
  11 42 0.527745
  12 42 -2.65193
  13 42 -1.02223
  14 42 0.148792
  15 42 -0.804677
  16 42 -0.577256
  17 42 0.0744954
  18 42 -0.10067
  19 42 -0.30238
  20 42 0.0604208
5800 20 840
  1 42 0.633414
  2 42 1.18917
  3 42 -1.91771
  4 42 -0.874445
  5 42 0.416069
  6 42 0.44192
  7 42 1.12742
  8 42 1.23275
  9 42 2.55993
  10 42 1.18896
  11 42 0.540109
  12 42 -1.31879
  13 42 -1.51988
  14 42 0.844818
  15 42 -1.73957
  16 42 -1.52771
  17 42 -0.901352
  18 42 0.113883
  19 42 2.71532
  20 42 -0.854199
5900 20 840
  1 42 -0.724235
  2 42 -0.48068
  3 42 -1.86887
  4 42 0.464004
  5 42 -0.911269
  6 42 2.15359
  7 42 0.0172524
  8 42 0.0211619
  9 42 0.862617
  10 42 -0.830847
  11 42 0.446696
  12 42 0.520966
  13 42 0.181171
  14 42 1.69727
  15 42 1.06017
  16 42 0.875233
  17 42 -0.248439
  18 42 2.52662
  19 42 1.25401
  20 42 -1.70332
6000 20 840
  1 42 -0.724686
  2 42 1.25281
  3 42 0.299003
  4 42 -0.00992258
  5 42 1.28811
  6 42 0.449779
  7 42 1.47263
  8 42 -1.14152
  9 42 -0.057023
  10 42 0.452793
  11 42 0.165003
  12 42 0.852917
  13 42 -0.215102
  14 42 0.0861309
  15 42 -0.602554
  16 42 0.73612
  17 42 0.439393
  18 42 0.702303
  19 42 1.03909
  20 42 0.957224
6100 20 840
  1 42 -1.21391
  2 42 -1.32228
  3 42 -1.83807
  4 42 1.72416
  5 42 0.313854
  6 42 -0.964091
  7 42 2.63698
  8 42 -0.945839
  9 42 -3.34646
  10 42 0.409358
  11 42 -1.02205
  12 42 -0.0306128
  13 42 2.61217
  14 42 1.62668
  15 42 -0.973961
  16 42 0.687871
  17 42 -0.298239
  18 42 0.84258
  19 42 0.391723
  20 42 -1.1805
6200 20 840
  1 42 -1.17788
  2 42 -0.253855
  3 42 0.695225
  4 42 1.30797
  5 42 -0.910212
  6 42 -0.945635
  7 42 -1.59622
  8 42 -1.47459
  9 42 -1.26769
  10 42 0.924024
  11 42 0.265936
  12 42 1.4205
  13 42 0.156982
  14 42 -0.340934
  15 42 2.27678
  16 42 2.9266
  17 42 -0.320175
  18 42 -0.99742
  19 42 -1.84301
  20 42 1.61056
6300 20 840
  1 42 -0.451223
  2 42 0.0462792
  3 42 0.549611
  4 42 -1.44545
  5 42 -0.160257
  6 42 0.168972
  7 42 -0.0151827
  8 42 0.120435
  9 42 -1.81859
