ITEM: TIMESTEP
0
ITEM: NUMBER OF ENTRIES
492
ITEM: BOX BOUNDS pp pp pp
201 202 27.4198 0.212082 27.33 2.2071 
202 203 27.4209 0.215713 27.322 2.3165 
203 204 27.4205 0.213311 27.314 2.4049 
204 205 27.4213 0.215851 27.308 2.4804 
205 206 27.4196 0.232042 27.301 2.5374 
206 207 27.4198 0.252563 27.297 2.5802 
207 208 27.4203 0.271855 27.294 2.6151 
208 209 27.4217 0.286876 27.292 2.6481 
209 210 27.4201 0.28727 27.288 2.6728 
211 212 27.4196 -0.26024 27.271 -2.8393 
212 213 27.4192 -0.25309 27.273 -2.8167 
213 214 27.4203 -0.249097 27.278 -2.7787 
214 215 27.4189 -0.246304 27.282 -2.7258 
215 216 27.4196 -0.245994 27.29 -2.6519 
216 217 27.4198 -0.247466 27.299 -2.5595 
217 218 27.4199 -0.241758 27.309 -2.4518 
218 219 27.4194 -0.228578 27.319 -2.3331 
219 220 27.4196 -0.215181 27.33 -2.2044 
220 221 27.4196 -0.199931 27.341 -2.0647 
221 222 27.4195 -0.179551 27.352 -1.9139 
222 223 27.4196 -0.16169 27.363 -1.7542 
223 224 27.4203 -0.14566 27.374 -1.5861 
224 225 27.419 -0.1287 27.383 -1.3991 
225 226 27.4212 -0.11209 27.395 -1.1931 
226 227 27.4189 -0.09632 27.4013 -0.9786 
227 228 27.4199 -0.08323 27.4091 -0.7654 
228 229 27.4197 -0.06873 27.4141 -0.5513 
229 230 27.4198 -0.05066 27.4177 -0.3377 
230 231 27.4199 -0.03227 27.4196 -0.1197 
231 232 27.42 -0.01342 27.4198 0.1014 
232 233 27.42 0.01251 27.4182 0.3131 
233 234 27.42 0.03956 27.4152 0.5106 
234 235 27.4199 0.06151 27.411 0.6953 
235 236 27.42 0.07989 27.406 0.874 
236 237 27.4204 0.09908 27.4 1.0532 
237 238 27.4203 0.11894 27.392 1.2391 
238 239 27.4193 0.13638 27.382 1.4229 
239 240 27.421 0.15621 27.374 1.5976 
240 241 27.4202 0.17467 27.363 1.7621 
241 242 27.42 0.189928 27.352 1.9212 
242 243 27.4202 0.203719 27.341 2.072 
243 244 27.4198 0.212082 27.33 2.2071 
244 245 27.4209 0.215713 27.322 2.3165 
245 246 27.4205 0.213311 27.314 2.4049 
246 247 27.4213 0.215851 27.308 2.4804 
247 248 27.4196 0.232042 27.301 2.5374 
248 249 27.4198 0.252563 27.297 2.5802 
249 250 27.4203 0.271855 27.294 2.6151 
250 251 27.4217 0.286876 27.292 2.6481 
251 252 27.4201 0.28727 27.288 2.6728 
253 254 27.4196 -0.26024 27.271 -2.8393 
254 255 27.4192 -0.25309 27.273 -2.8167 
255 256 27.4203 -0.249097 27.278 -2.7787 
256 257 27.4189 -0.246304 27.282 -2.7258 
257 258 27.4196 -0.245994 27.29 -2.6519 
258 259 27.4198 -0.247466 27.299 -2.5595 
259 260 27.4199 -0.241758 27.309 -2.4518 
260 261 27.4194 -0.228578 27.319 -2.3331 
261 262 27.4196 -0.215181 27.33 -2.2044 
262 263 27.4196 -0.199931 27.341 -2.0647 
263 264 27.4195 -0.179551 27.352 -1.9139 
264 265 27.4196 -0.16169 27.363 -1.7542 
265 266 27.4203 -0.14566 27.374 -1.5861 
266 267 27.419 -0.1287 27.383 -1.3991 
267 268 27.4212 -0.11209 27.395 -1.1931 
268 269 27.4189 -0.09632 27.4013 -0.9786 
269 270 27.4199 -0.08323 27.4091 -0.7654 
270 271 27.4197 -0.06873 27.4141 -0.5513 
271 272 27.4198 -0.05066 27.4177 -0.3377 
272 273 27.4199 -0.03227 27.4196 -0.1197 
273 274 27.42 -0.01342 27.4198 0.1014 
274 275 27.42 0.01251 27.4182 0.3131 
275 276 27.42 0.03956 27.4152 0.5106 
276 277 27.4199 0.06151 27.411 0.6953 
277 278 27.42 0.07989 27.406 0.874 
278 279 27.4204 0.09908 27.4 1.0532 
279 280 27.4203 0.11894 27.392 1.2391 
280 281 27.4193 0.13638 27.382 1.4229 
281 282 27.421 0.15621 27.374 1.5976 
282 283 27.4202 0.17467 27.363 1.7621 
283 284 27.42 0.189928 27.352 1.9212 
284 285 27.4202 0.203719 27.341 2.072 
285 286 27.4198 0.212082 27.33 2.2071 
286 287 27.4209 0.215713 27.322 2.3165 
287 288 27.4205 0.213311 27.314 2.4049 
288 289 27.4213 0.21585 27.308 2.4804 
289 290 27.4196 0.232042 27.301 2.5374 
290 291 27.4198 0.252563 27.297 2.5802 
291 292 27.4203 0.271855 27.294 2.6151 
292 293 27.4217 0.286876 27.292 2.6481 
293 294 27.4201 0.28727 27.288 2.6728 
295 296 27.4196 -0.26024 27.271 -2.8393 
296 297 27.4192 -0.25309 27.273 -2.8167 
297 298 27.4203 -0.249097 27.278 -2.7787 
298 299 27.4189 -0.246304 27.282 -2.7258 
299 300 27.4196 -0.245994 27.29 -2.6519 
300 301 27.4198 -0.247466 27.299 -2.5595 
301 302 27.4199 -0.241758 27.309 -2.4518 
302 303 27.4194 -0.228578 27.319 -2.3331 
303 304 27.4196 -0.215181 27.33 -2.2044 
304 305 27.4196 -0.199931 27.341 -2.0647 
305 306 27.4195 -0.179551 27.352 -1.9139 
306 307 27.4196 -0.16169 27.363 -1.7542 
307 308 27.4203 -0.14566 27.374 -1.5861 
308 309 27.419 -0.1287 27.383 -1.3991 
309 310 27.4212 -0.11209 27.395 -1.1931 
310 311 27.4189 -0.09632 27.4013 -0.9786 
311 312 27.4199 -0.08323 27.4091 -0.7654 
312 313 27.4197 -0.06873 27.4141 -0.5513 
313 314 27.4198 -0.05066 27.4177 -0.3377 
314 315 27.4199 -0.03227 27.4196 -0.1197 
315 316 27.42 -0.01342 27.4198 0.1014 
316 317 27.42 0.01251 27.4182 0.3131 
317 318 27.42 0.03956 27.4152 0.5106 
318 319 27.4199 0.06151 27.411 0.6953 
319 320 27.42 0.07989 27.406 0.874 
320 321 27.4204 0.09908 27.4 1.0532 
321 322 27.4203 0.11894 27.392 1.2391 
322 323 27.4193 0.13638 27.382 1.4229 
323 324 27.421 0.15621 27.374 1.5976 
324 325 27.4202 0.17467 27.363 1.7621 
325 326 27.42 0.189928 27.352 1.9212 
326 327 27.4202 0.203719 27.341 2.072 
327 328 27.4198 0.212082 27.33 2.2071 
328 329 27.4209 0.215713 27.322 2.3165 
329 330 27.4205 0.213311 27.314 2.4049 
330 331 27.4213 0.21585 27.308 2.4804 
331 332 27.4196 0.232042 27.301 2.5374 
332 333 27.4198 0.252563 27.297 2.5802 
333 334 27.4203 0.271855 27.294 2.6151 
334 335 27.4217 0.286876 27.292 2.6481 
335 336 27.4201 0.28727 27.288 2.6728 
337 338 27.4196 -0.26024 27.271 -2.8393 
338 339 27.4192 -0.25309 27.273 -2.8167 
339 340 27.4203 -0.249097 27.278 -2.7787 
340 341 27.4189 -0.246304 27.282 -2.7258 
341 342 27.4196 -0.245994 27.29 -2.6519 
342 343 27.4198 -0.247466 27.299 -2.5595 
343 344 27.4199 -0.241758 27.309 -2.4518 
344 345 27.4194 -0.228578 27.319 -2.3331 
345 346 27.4196 -0.215181 27.33 -2.2044 
346 347 27.4196 -0.199931 27.341 -2.0647 
347 348 27.4195 -0.179551 27.352 -1.9139 
348 349 27.4196 -0.16169 27.363 -1.7542 
349 350 27.4203 -0.14566 27.374 -1.5861 
350 351 27.419 -0.1287 27.383 -1.3991 
351 352 27.4212 -0.11209 27.395 -1.1931 
352 353 27.4189 -0.09632 27.4013 -0.9786 
353 354 27.4199 -0.08323 27.4091 -0.7654 
354 355 27.4197 -0.06873 27.4141 -0.5513 
355 356 27.4198 -0.05066 27.4177 -0.3377 
356 357 27.4199 -0.03227 27.4196 -0.1197 
357 358 27.42 -0.01342 27.4198 0.1014 
358 359 27.42 0.01251 27.4182 0.3131 
359 360 27.42 0.03956 27.4152 0.5106 
360 361 27.4199 0.06151 27.411 0.6953 
361 362 27.42 0.07989 27.406 0.874 
362 363 27.4204 0.09908 27.4 1.0532 
363 364 27.4203 0.11894 27.392 1.2391 
364 365 27.4193 0.13638 27.382 1.4229 
365 366 27.421 0.15621 27.374 1.5976 
366 367 27.4202 0.17467 27.363 1.7621 
367 368 27.42 0.189928 27.352 1.9212 
368 369 27.4202 0.203719 27.341 2.072 
369 370 27.4198 0.212082 27.33 2.2071 
370 371 27.4209 0.215713 27.322 2.3165 
371 372 27.4205 0.213311 27.314 2.4049 
372 373 27.4213 0.21585 27.308 2.4804 
373 374 27.4196 0.232042 27.301 2.5374 
374 375 27.4198 0.252563 27.297 2.5802 
375 376 27.4203 0.271855 27.294 2.6151 
376 377 27.4217 0.286876 27.292 2.6481 
377 378 27.4201 0.28727 27.288 2.6728 
379 380 27.4196 -0.26024 27.271 -2.8393 
380 381 27.4192 -0.25309 27.273 -2.8167 
381 382 27.4203 -0.249097 27.278 -2.7787 
382 383 27.4189 -0.246304 27.282 -2.7258 
383 384 27.4196 -0.245994 27.29 -2.6519 
384 385 27.4198 -0.247466 27.299 -2.5595 
385 386 27.4199 -0.241758 27.309 -2.4518 
386 387 27.4194 -0.228578 27.319 -2.3331 
387 388 27.4196 -0.215181 27.33 -2.2044 
388 389 27.4196 -0.199931 27.341 -2.0647 
389 390 27.4195 -0.179551 27.352 -1.9139 
390 391 27.4196 -0.16169 27.363 -1.7542 
391 392 27.4203 -0.14566 27.374 -1.5861 
392 393 27.419 -0.1287 27.383 -1.3991 
393 394 27.4212 -0.11209 27.395 -1.1931 
394 395 27.4189 -0.09632 27.4013 -0.9786 
395 396 27.4199 -0.08323 27.4091 -0.7654 
396 397 27.4197 -0.06873 27.4141 -0.5513 
397 398 27.4198 -0.05066 27.4177 -0.3377 
398 399 27.4199 -0.03227 27.4196 -0.1197 
399 400 27.42 -0.01342 27.4198 0.1014 
400 401 27.42 0.01251 27.4182 0.3131 
401 402 27.42 0.03956 27.4152 0.5106 
402 403 27.4199 0.06151 27.411 0.6953 
403 404 27.42 0.07989 27.406 0.874 
404 405 27.4204 0.09908 27.4 1.0532 
405 406 27.4203 0.11894 27.392 1.2391 
406 407 27.4193 0.13638 27.382 1.4229 
407 408 27.421 0.15621 27.374 1.5976 
408 409 27.4202 0.17467 27.363 1.7621 
409 410 27.42 0.189928 27.352 1.9212 
410 411 27.4202 0.203719 27.341 2.072 
411 412 27.4198 0.212082 27.33 2.2071 
412 413 27.4209 0.215713 27.322 2.3165 
413 414 27.4205 0.213311 27.314 2.4049 
414 415 27.4213 0.21585 27.308 2.4804 
415 416 27.4196 0.232042 27.301 2.5374 
416 417 27.4198 0.252563 27.297 2.5802 
417 418 27.4203 0.271855 27.294 2.6151 
418 419 27.4217 0.286876 27.292 2.6481 
419 420 27.4201 0.28727 27.288 2.6728 
421 422 27.4196 -0.26024 27.271 -2.8393 
422 423 27.4192 -0.25309 27.273 -2.8167 
423 424 27.4203 -0.249097 27.278 -2.7787 
424 425 27.4189 -0.246304 27.282 -2.7258 
425 426 27.4196 -0.245994 27.29 -2.6519 
426 427 27.4198 -0.247466 27.299 -2.5595 
427 428 27.4199 -0.241758 27.309 -2.4518 
428 429 27.4194 -0.228578 27.319 -2.3331 
429 430 27.4196 -0.215181 27.33 -2.2044 
430 431 27.4196 -0.199931 27.341 -2.0647 
431 432 27.4195 -0.179551 27.352 -1.9139 
432 433 27.4196 -0.16169 27.363 -1.7542 
433 434 27.4203 -0.14566 27.374 -1.5861 
434 435 27.419 -0.1287 27.383 -1.3991 
435 436 27.4212 -0.11209 27.395 -1.1931 
436 437 27.4189 -0.09632 27.4013 -0.9786 
437 438 27.4199 -0.08323 27.4091 -0.7654 
438 439 27.4197 -0.06873 27.4141 -0.5513 
439 440 27.4198 -0.05066 27.4177 -0.3377 
440 441 27.4199 -0.03227 27.4196 -0.1197 
441 442 27.42 -0.01342 27.4198 0.1014 
442 443 27.42 0.01251 27.4182 0.3131 
443 444 27.42 0.03956 27.4152 0.5106 
444 445 27.4199 0.06151 27.411 0.6953 
445 446 27.42 0.07989 27.406 0.874 
446 447 27.4204 0.09908 27.4 1.0532 
447 448 27.4203 0.11894 27.392 1.2391 
448 449 27.4193 0.13638 27.382 1.4229 
449 450 27.421 0.15621 27.374 1.5976 
450 451 27.4202 0.17467 27.363 1.7621 
451 452 27.42 0.189928 27.352 1.9212 
452 453 27.4202 0.203719 27.341 2.072 
453 454 27.4198 0.212082 27.33 2.2071 
454 455 27.4209 0.215713 27.322 2.3165 
455 456 27.4205 0.213311 27.314 2.4049 
456 457 27.4213 0.21585 27.308 2.4804 
457 458 27.4196 0.232042 27.301 2.5374 
458 459 27.4198 0.252563 27.297 2.5802 
459 460 27.4203 0.271855 27.294 2.6151 
460 461 27.4217 0.286876 27.292 2.6481 
461 462 27.4201 0.28727 27.288 2.6728 
463 464 27.4196 -0.26024 27.271 -2.8393 
464 465 27.4192 -0.25309 27.273 -2.8167 
465 466 27.4203 -0.249097 27.278 -2.7787 
466 467 27.4189 -0.246304 27.282 -2.7258 
467 468 27.4196 -0.245994 27.29 -2.6519 
468 469 27.4198 -0.247466 27.299 -2.5595 
469 470 27.4199 -0.241758 27.309 -2.4518 
470 471 27.4194 -0.228578 27.319 -2.3331 
471 472 27.4196 -0.215181 27.33 -2.2044 
472 473 27.4196 -0.199931 27.341 -2.0647 
473 474 27.4195 -0.179551 27.352 -1.9139 
474 475 27.4196 -0.16169 27.363 -1.7542 
475 476 27.4203 -0.14566 27.374 -1.5861 
476 477 27.419 -0.1287 27.383 -1.3991 
477 478 27.4212 -0.11209 27.395 -1.1931 
478 479 27.4189 -0.09632 27.4013 -0.9786 
479 480 27.4199 -0.08323 27.4091 -0.7654 
480 481 27.4197 -0.06873 27.4141 -0.5513 
481 482 27.4198 -0.05066 27.4177 -0.3377 
482 483 27.4199 -0.03227 27.4196 -0.1197 
483 484 27.42 -0.01342 27.4198 0.1014 
484 485 27.42 0.01251 27.4182 0.3131 
485 486 27.42 0.03956 27.4152 0.5106 
486 487 27.4199 0.06151 27.411 0.6953 
487 488 27.42 0.07989 27.406 0.874 
488 489 27.4204 0.09908 27.4 1.0532 
489 490 27.4203 0.11894 27.392 1.2391 
490 491 27.4193 0.13638 27.382 1.4229 
491 492 27.421 0.15621 27.374 1.5976 
492 493 27.4202 0.17467 27.363 1.7621 
493 494 27.42 0.189928 27.352 1.9212 
494 495 27.4202 0.203719 27.341 2.072 
495 496 27.4198 0.212082 27.33 2.2071 
496 497 27.4209 0.215713 27.322 2.3165 
497 498 27.4205 0.213311 27.314 2.4049 
498 499 27.4213 0.21585 27.308 2.4804 
499 500 27.4196 0.232042 27.301 2.5374 
500 501 27.4198 0.252563 27.297 2.5802 
501 502 27.4203 0.271855 27.294 2.6151 
502 503 27.4217 0.286876 27.292 2.6481 
503 504 27.4201 0.28727 27.288 2.6728 
ITEM: TIMESTEP
1
ITEM: NUMBER OF ENTRIES
492
ITEM: BOX BOUNDS pp pp pp
-3.6000000000000000e+04 6.0000000000000000e+04
-1.2000000000000000e+04 3.6000000000000000e+04
-3.6000000000000000e+04 6.0000000000000000e+04
ITEM: ENTRIES c_batomIDs[1] c_batomIDs[2] c_distCalc[1] c_distCalc[2] c_distCalc[3] c_distCalc[4]
1 2 27.4196 -0.260276 27.271 -2.83926 
2 3 27.4192 -0.253144 27.273 -2.81683 
3 4 27.4203 -0.24856 27.278 -2.7785 
4 5 27.419 -0.246633 27.282 -2.72626 
5 6 27.4195 -0.24597 27.2898 -2.6516 
6 7 27.4197 -0.247629 27.2989 -2.55952 
7 8 27.4198 -0.241609 27.3089 -2.45162 
8 9 27.4197 -0.228743 27.3193 -2.33307 
9 10 27.4194 -0.215373 27.3298 -2.20469 
10 11 27.4197 -0.199885 27.3411 -2.06446 
11 12 27.4195 -0.179412 27.352 -1.91407 
12 13 27.4201 -0.161562 27.3635 -1.75412 
13 14 27.4201 -0.146048 27.3738 -1.58595 
14 15 27.419 -0.128202 27.3829 -1.39946 
15 16 27.4211 -0.112283 27.3949 -1.19309 
16 17 27.4189 -0.0959455 27.4013 -0.978425 
17 18 27.42 -0.083673 27.4092 -0.765355 
18 19 27.4196 -0.0682083 27.414 -0.551429 
19 20 27.4203 -0.0510745 27.4182 -0.337993 
20 21 27.4193 -0.0324605 27.419 -0.119305 
21 22 27.4201 -0.0132909 27.4199 0.101203 
22 23 27.4199 0.0123554 27.4181 0.313422 
23 24 27.4201 0.0399296 27.4153 0.510872 
24 25 27.4199 0.0610991 27.411 0.694667 
25 26 27.4202 0.0801585 27.4062 0.874518 
26 27 27.4199 0.0994012 27.3995 1.05306 
27 28 27.4207 0.11867 27.3924 1.23916 
28 29 27.4187 0.136301 27.3814 1.4225 
29 30 27.4214 0.156157 27.3744 1.59771 
30 31 27.4205 0.174779 27.3633 1.7623 
31 32 27.42 0.189769 27.3519 1.92116 
32 33 27.4203 0.203899 27.3411 2.07185 
33 34 27.4195 0.211826 27.3297 2.20732 
34 35 27.4213 0.216149 27.3224 2.31656 
35 36 27.42 0.213027 27.3135 2.40462 
36 37 27.4215 0.215749 27.3082 2.48067 
37 38 27.4196 0.232109 27.301 2.53713 
38 39 27.42 0.25256 27.2972 2.58026 
39 40 27.42 0.272211 27.2937 2.61509 
40 41 27.4218 0.286607 27.2922 2.64789 
41 42 27.42 0.287225 27.2879 2.67301 
43 44 27.4199 -0.259931 27.2713 -2.83922 
44 45 27.419 -0.253194 27.2728 -2.81677 
45 46 27.4203 -0.249418 27.278 -2.7786 
46 47 27.419 -0.24608 27.282 -2.72587 
47 48 27.4197 -0.246386 27.29 -2.65156 
48 49 27.4196 -0.246964 27.2988 -2.56001 
49 50 27.4199 -0.242031 27.309 -2.45161 
