ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
66 -23975.5 74.3199 73.0141
67 -23998.4 59.3586 71.8234
68 -24017.8 40.6801 76.7735
69 -24031.9 19.3683 86.7162
70 -24039.2 -3.4326 100.053
71 -24039 -26.5127 114.835
72 -24031 -48.6384 128.897
73 -24015.6 -68.4518 139.908
74 -23994 -84.3897 145.52
75 -23968.7 -94.7987 143.747
76 -23943.5 -98.3427 133.625
77 -23922.9 -94.5867 115.944
78 -23911 -84.5917 93.4472
79 -23909.4 -70.6734 69.9176
80 -23917.5 -55.4423 48.6494
81 -23933.1 -40.862 31.3842
82 -23953.3 -27.827 18.2609
83 -23976.1 -16.2892 8.292
84 -24000 -5.6067 -2.41585e-13
85 -24000 5.6067 24000
86 -24017.8 3.1617 24020.7
87 -24034.8 0.674305 24042.1
88 -24049.9 -1.8975 24064.8
89 -24062.3 -4.5002 24089.2
90 -24070.7 -6.9729 24115.1
91 -24074.1 -9.037 24142.3
92 -24071.7 -10.3348 24169.5
93 -24063 -10.4353 24195.5
94 -24048.3 -8.8904 24218.6
95 -24028.3 -5.3586 24237
96 -24004.6 0.360805 24249.6
97 -23979 8.2889 24255.3
98 -23953.5 18.2418 24254
99 -23930.1 29.8414 24245.7
100 -23910.5 42.5083 24231.2
101 -23896.4 55.4732 24211.6
102 -23888.9 67.8114 24188.4
103 -23888.5 78.4793 24163.1
104 -23895.5 86.4071 24137.8
105 -23909.3 90.5608 24114.5
106 -23928.5 90.1544 24095
107 -23951.3 84.739 24080.8
108 -23975.5 74.3199 24073
109 -23998.4 59.3586 24071.8
110 -24017.8 40.6801 24076.8
111 -24031.9 19.3683 24086.7
112 -24039.2 -3.4326 24100.1
113 -24039 -26.5127 24114.8
114 -24031 -48.6384 24128.9
115 -24015.6 -68.4518 24139.9
116 -23994 -84.3897 24145.5
117 -23968.7 -94.7987 24143.7
118 -23943.5 -98.3427 24133.6
119 -23922.9 -94.5867 24115.9
120 -23911 -84.5917 24093.4
121 -23909.4 -70.6734 24069.9
122 -23917.5 -55.4423 24048.6
123 -23933.1 -40.862 24031.4
124 -23953.3 -27.827 24018.3
125 -23976.1 -16.2892 24008.3
126 -24000 -5.6067 24000
127 -24000 24005.6 -24000
128 -24017.8 24003.2 -23979.3
129 -24034.8 24000.7 -23957.9
130 -24049.9 23998.1 -23935.2
131 -24062.3 23995.5 -23910.8
132 -24070.7 23993 -23884.9
133 -24074.1 23991 -23857.7
134 -24071.7 23989.7 -23830.5
135 -24063 23989.6 -23804.5
136 -24048.3 23991.1 -23781.4
137 -24028.3 23994.6 -23763
138 -24004.6 24000.4 -23750.4
139 -23979 24008.3 -23744.7
140 -23953.5 24018.2 -23746
141 -23930.1 24029.8 -23754.3
142 -23910.5 24042.5 -23768.8
143 -23896.4 24055.5 -23788.4
144 -23888.9 24067.8 -23811.6
145 -23888.5 24078.5 -23836.9
146 -23895.5 24086.4 -23862.2
147 -23909.3 24090.6 -23885.5
148 -23928.5 24090.2 -23905
149 -23951.3 24084.7 -23919.2
150 -23975.5 24074.3 -23927
151 -23998.4 24059.4 -23928.2
152 -24017.8 24040.7 -23923.2
153 -24031.9 24019.4 -23913.3
154 -24039.2 23996.6 -23899.9
155 -24039 23973.5 -23885.2
156 -24031 23951.4 -23871.1
157 -24015.6 23931.5 -23860.1
158 -23994 23915.6 -23854.5
159 -23968.7 23905.2 -23856.3
160 -23943.5 23901.7 -23866.4
161 -23922.9 23905.4 -23884.1
162 -23911 23915.4 -23906.6
163 -23909.4 23929.3 -23930.1
164 -23917.5 23944.6 -23951.4
165 -23933.1 23959.1 -23968.6
166 -23953.3 23972.2 -23981.7
167 -23976.1 23983.7 -23991.7
168 -24000 23994.4 -24000
169 -24000 24005.6 -2.41585e-13
170 -24017.8 24003.2 20.7094
171 -24034.8 24000.7 42.1105
172 -24049.9 23998.1 64.8161
173 -24062.3 23995.5 89.1677
174 -24070.7 23993 115.14
175 -24074.1 23991 142.26
176 -24071.7 23989.7 169.53
177 -24063 23989.6 195.521
178 -24048.3 23991.1 218.577
179 -24028.3 23994.6 237.043
180 -24004.6 24000.4 249.585
181 -23979 24008.3 255.339
182 -23953.5 24018.2 253.972
183 -23930.1 24029.8 245.71
184 -23910.5 24042.5 231.228
185 -23896.4 24055.5 211.633
186 -23888.9 24067.8 188.357
187 -23888.5 24078.5 163.116
188 -23895.5 24086.4 137.822
189 -23909.3 24090.6 114.48
190 -23928.5 24090.2 94.9646
191 -23951.3 24084.7 80.8184
192 -23975.5 24074.3 73.0141
193 -23998.4 24059.4 71.8234
194 -24017.8 24040.7 76.7735
195 -24031.9 24019.4 86.7162
196 -24039.2 23996.6 100.053
197 -24039 23973.5 114.835
198 -24031 23951.4 128.897
199 -24015.6 23931.5 139.908
200 -23994 23915.6 145.52
201 -23968.7 23905.2 143.747
202 -23943.5 23901.7 133.625
203 -23922.9 23905.4 115.944
204 -23911 23915.4 93.4472
205 -23909.4 23929.3 69.9176
206 -23917.5 23944.6 48.6494
207 -23933.1 23959.1 31.3842
208 -23953.3 23972.2 18.2609
209 -23976.1 23983.7 8.292
210 -24000 23994.4 -2.41585e-13
211 -24000 24005.6 24000
212 -24017.8 24003.2 24020.7
213 -24034.8 24000.7 24042.1
214 -24049.9 23998.1 24064.8
215 -24062.3 23995.5 24089.2
216 -24070.7 23993 24115.1
217 -24074.1 23991 24142.3
218 -24071.7 23989.7 24169.5
219 -24063 23989.6 24195.5
220 -24048.3 23991.1 24218.6
221 -24028.3 23994.6 24237
222 -24004.6 24000.4 24249.6
223 -23979 24008.3 24255.3
224 -23953.5 24018.2 24254
225 -23930.1 24029.8 24245.7
226 -23910.5 24042.5 24231.2
227 -23896.4 24055.5 24211.6
228 -23888.9 24067.8 24188.4
229 -23888.5 24078.5 24163.1
230 -23895.5 24086.4 24137.8
231 -23909.3 24090.6 24114.5
232 -23928.5 24090.2 24095
233 -23951.3 24084.7 24080.8
234 -23975.5 24074.3 24073
235 -23998.4 24059.4 24071.8
236 -24017.8 24040.7 24076.8
237 -24031.9 24019.4 24086.7
238 -24039.2 23996.6 24100.1
239 -24039 23973.5 24114.8
240 -24031 23951.4 24128.9
241 -24015.6 23931.5 24139.9
242 -23994 23915.6 24145.5
243 -23968.7 23905.2 24143.7
244 -23943.5 23901.7 24133.6
245 -23922.9 23905.4 24115.9
246 -23911 23915.4 24093.4
247 -23909.4 23929.3 24069.9
248 -23917.5 23944.6 24048.6
249 -23933.1 23959.1 24031.4
250 -23953.3 23972.2 24018.3
251 -23976.1 23983.7 24008.3
252 -24000 23994.4 24000
253 -1.41043e-12 5.6067 -24000
254 -17.8064 3.1617 -23979.3
255 -34.7616 0.674305 -23957.9
256 -49.9309 -1.8975 -23935.2
257 -62.2681 -4.5002 -23910.8
258 -70.6854 -6.9729 -23884.9
259 -74.1127 -9.037 -23857.7
260 -71.6831 -10.3348 -23830.5
261 -62.9949 -10.4353 -23804.5
262 -48.2512 -8.8904 -23781.4
263 -28.3143 -5.3586 -23763
264 -4.61816 0.360805 -23750.4
265 20.9945 8.2889 -23744.7
266 46.4947 18.2418 -23746
267 69.9093 29.8414 -23754.3
268 89.4535 42.5083 -23768.8
269 103.573 55.4732 -23788.4
270 111.129 67.8114 -23811.6
271 111.455 78.4793 -23836.9
272 104.469 86.4071 -23862.2
273 90.7335 90.5608 -23885.5
274 71.5 90.1544 -23905
275 48.6652 84.739 -23919.2
276 24.5498 74.3199 -23927
277 1.63054 59.3586 -23928.2
278 -17.7975 40.6801 -23923.2
279 -31.8577 19.3683 -23913.3
280 -39.1868 -3.4326 -23899.9
281 -38.9732 -26.5127 -23885.2
282 -30.9709 -48.6384 -23871.1
283 -15.5539 -68.4518 -23860.1
284 6.01332 -84.3897 -23854.5
285 31.2851 -94.7987 -23856.3
286 56.4855 -98.3427 -23866.4
287 77.0528 -94.5867 -23884.1
288 89.0338 -84.5917 -23906.6
289 90.6004 -70.6734 -23930.1
290 82.4509 -55.4423 -23951.4
291 66.9171 -40.862 -23968.6
292 46.6742 -27.827 -23981.7
293 23.8813 -16.2892 -23991.7
294 -1.41043e-12 -5.6067 -24000
295 -1.41043e-12 5.6067 -2.41585e-13
296 -17.8064 3.1617 20.7094
297 -34.7616 0.674305 42.1105
298 -49.9309 -1.8975 64.8161
299 -62.2681 -4.5002 89.1677
300 -70.6854 -6.9729 115.14
301 -74.1127 -9.037 142.26
302 -71.6831 -10.3348 169.53
303 -62.9949 -10.4353 195.521
304 -48.2512 -8.8904 218.577
305 -28.3143 -5.3586 237.043
306 -4.61816 0.360805 249.585
307 20.9945 8.2889 255.339
308 46.4947 18.2418 253.972
309 69.9093 29.8414 245.71
310 89.4535 42.5083 231.228
311 103.573 55.4732 211.633
312 111.129 67.8114 188.357
313 111.455 78.4793 163.116
314 104.469 86.4071 137.822
315 90.7335 90.5608 114.48
316 71.5 90.1544 94.9646
317 48.6652 84.739 80.8184
318 24.5498 74.3199 73.0141
319 1.63054 59.3586 71.8234
320 -17.7975 40.6801 76.7735
321 -31.8577 19.3683 86.7162
322 -39.1868 -3.4326 100.053
323 -38.9732 -26.5127 114.835
324 -30.9709 -48.6384 128.897
325 -15.5539 -68.4518 139.908
326 6.01332 -84.3897 145.52
327 31.2851 -94.7987 143.747
328 56.4855 -98.3427 133.625
329 77.0528 -94.5867 115.944
330 89.0338 -84.5917 93.4472
331 90.6004 -70.6734 69.9176
332 82.4509 -55.4423 48.6494
333 66.9171 -40.862 31.3842
334 46.6742 -27.827 18.2609
335 23.8813 -16.2892 8.292
336 -1.41043e-12 -5.6067 -2.41585e-13
337 -1.41043e-12 5.6067 24000
338 -17.8064 3.1617 24020.7
339 -34.7616 0.674305 24042.1
340 -49.9309 -1.8975 24064.8
341 -62.2681 -4.5002 24089.2
342 -70.6854 -6.9729 24115.1
343 -74.1127 -9.037 24142.3
344 -71.6831 -10.3348 24169.5
345 -62.9949 -10.4353 24195.5
346 -48.2512 -8.8904 24218.6
347 -28.3143 -5.3586 24237
348 -4.61816 0.360805 24249.6
349 20.9945 8.2889 24255.3
350 46.4947 18.2418 24254
351 69.9093 29.8414 24245.7
352 89.4535 42.5083 24231.2
353 103.573 55.4732 24211.6
354 111.129 67.8114 24188.4
355 111.455 78.4793 24163.1
356 104.469 86.4071 24137.8
357 90.7335 90.5608 24114.5
358 71.5 90.1544 24095
359 48.6652 84.739 24080.8
360 24.5498 74.3199 24073
361 1.63054 59.3586 24071.8
362 -17.7975 40.6801 24076.8
363 -31.8577 19.3683 24086.7
364 -39.1868 -3.4326 24100.1
365 -38.9732 -26.5127 24114.8
366 -30.9709 -48.6384 24128.9
367 -15.5539 -68.4518 24139.9
368 6.01332 -84.3897 24145.5
369 31.2851 -94.7987 24143.7
370 56.4855 -98.3427 24133.6
371 77.0528 -94.5867 24115.9
372 89.0338 -84.5917 24093.4
373 90.6004 -70.6734 24069.9
374 82.4509 -55.4423 24048.6
375 66.9171 -40.862 24031.4
376 46.6742 -27.827 24018.3
377 23.8813 -16.2892 24008.3
378 -1.41043e-12 -5.6067 24000
379 -1.41043e-12 24005.6 -24000
380 -17.8064 24003.2 -23979.3
381 -34.7616 24000.7 -23957.9
382 -49.9309 23998.1 -23935.2
383 -62.2681 23995.5 -23910.8
384 -70.6854 23993 -23884.9
385 -74.1127 23991 -23857.7
386 -71.6831 23989.7 -23830.5
387 -62.9949 23989.6 -23804.5
388 -48.2512 23991.1 -23781.4
389 -28.3143 23994.6 -23763
390 -4.61816 24000.4 -23750.4
391 20.9945 24008.3 -23744.7
392 46.4947 24018.2 -23746
393 69.9093 24029.8 -23754.3
394 89.4535 24042.5 -23768.8
395 103.573 24055.5 -23788.4
396 111.129 24067.8 -23811.6
397 111.455 24078.5 -23836.9
398 104.469 24086.4 -23862.2
399 90.7335 24090.6 -23885.5
400 71.5 24090.2 -23905
401 48.6652 24084.7 -23919.2
402 24.5498 24074.3 -23927
403 1.63054 24059.4 -23928.2
404 -17.7975 24040.7 -23923.2
405 -31.8577 24019.4 -23913.3
406 -39.1868 23996.6 -23899.9
407 -38.9732 23973.5 -23885.2
408 -30.9709 23951.4 -23871.1
409 -15.5539 23931.5 -23860.1
410 6.01332 23915.6 -23854.5
411 31.2851 23905.2 -23856.3
412 56.4855 23901.7 -23866.4
413 77.0528 23905.4 -23884.1
414 89.0338 23915.4 -23906.6
415 90.6004 23929.3 -23930.1
416 82.4509 23944.6 -23951.4
417 66.9171 23959.1 -23968.6
418 46.6742 23972.2 -23981.7
419 23.8813 23983.7 -23991.7
420 -1.41043e-12 23994.4 -24000
421 -1.41043e-12 24005.6 -2.41585e-13
422 -17.8064 24003.2 20.7094
423 -34.7616 24000.7 42.1105
424 -49.9309 23998.1 64.8161
425 -62.2681 23995.5 89.1677
426 -70.6854 23993 115.14
427 -74.1127 23991 142.26
428 -71.6831 23989.7 169.53
429 -62.9949 23989.6 195.521
430 -48.2512 23991.1 218.577
431 -28.3143 23994.6 237.043
432 -4.61816 24000.4 249.585
433 20.9945 24008.3 255.339
434 46.4947 24018.2 253.972
435 69.9093 24029.8 245.71
436 89.4535 24042.5 231.228
437 103.573 24055.5 211.633
438 111.129 24067.8 188.357
439 111.455 24078.5 163.116
440 104.469 24086.4 137.822
441 90.7335 24090.6 114.48
442 71.5 24090.2 94.9646
443 48.6652 24084.7 80.8184
444 24.5498 24074.3 73.0141
445 1.63054 24059.4 71.8234
446 -17.7975 24040.7 76.7735
447 -31.8577 24019.4 86.7162
448 -39.1868 23996.6 100.053
449 -38.9732 23973.5 114.835
450 -30.9709 23951.4 128.897
451 -15.5539 23931.5 139.908
452 6.01332 23915.6 145.52
453 31.2851 23905.2 143.747
454 56.4855 23901.7 133.625
455 77.0528 23905.4 115.944
456 89.0338 23915.4 93.4472
457 90.6004 23929.3 69.9176
458 82.4509 23944.6 48.6494
459 66.9171 23959.1 31.3842
460 46.6742 23972.2 18.2609
461 23.8813 23983.7 8.292
462 -1.41043e-12 23994.4 -2.41585e-13
463 -1.41043e-12 24005.6 24000
464 -17.8064 24003.2 24020.7
465 -34.7616 24000.7 24042.1
466 -49.9309 23998.1 24064.8
467 -62.2681 23995.5 24089.2
468 -70.6854 23993 24115.1
469 -74.1127 23991 24142.3
470 -71.6831 23989.7 24169.5
471 -62.9949 23989.6 24195.5
472 -48.2512 23991.1 24218.6
473 -28.3143 23994.6 24237
474 -4.61816 24000.4 24249.6
475 20.9945 24008.3 24255.3
476 46.4947 24018.2 24254
477 69.9093 24029.8 24245.7
478 89.4535 24042.5 24231.2
479 103.573 24055.5 24211.6
480 111.129 24067.8 24188.4
481 111.455 24078.5 24163.1
482 104.469 24086.4 24137.8
483 90.7335 24090.6 24114.5
484 71.5 24090.2 24095
485 48.6652 24084.7 24080.8
486 24.5498 24074.3 24073
487 1.63054 24059.4 24071.8
488 -17.7975 24040.7 24076.8
489 -31.8577 24019.4 24086.7
490 -39.1868 23996.6 24100.1
491 -38.9732 23973.5 24114.8
492 -30.9709 23951.4 24128.9
493 -15.5539 23931.5 24139.9
494 6.01332 23915.6 24145.5
495 31.2851 23905.2 24143.7
496 56.4855 23901.7 24133.6
497 77.0528 23905.4 24115.9
498 89.0338 23915.4 24093.4
499 90.6004 23929.3 24069.9
500 82.4509 23944.6 24048.6
501 66.9171 23959.1 24031.4
502 46.6742 23972.2 24018.3
503 23.8813 23983.7 24008.3
504 -1.41043e-12 23994.4 24000
505 24000 5.6067 -24000
506 23982.2 3.1617 -23979.3
507 23965.2 0.674305 -23957.9
508 23950.1 -1.8975 -23935.2
509 23937.7 -4.5002 -23910.8
510 23929.3 -6.9729 -23884.9
511 23925.9 -9.037 -23857.7
512 23928.3 -10.3348 -23830.5
513 23937 -10.4353 -23804.5
514 23951.7 -8.8904 -23781.4
515 23971.7 -5.3586 -23763
516 23995.4 0.360805 -23750.4
517 24021 8.2889 -23744.7
518 24046.5 18.2418 -23746
519 24069.9 29.8414 -23754.3
520 24089.5 42.5083 -23768.8
521 24103.6 55.4732 -23788.4
522 24111.1 67.8114 -23811.6
523 24111.5 78.4793 -23836.9
524 24104.5 86.4071 -23862.2
525 24090.7 90.5608 -23885.5
526 24071.5 90.1544 -23905
527 24048.7 84.739 -23919.2
528 24024.5 74.3199 -23927
529 24001.6 59.3586 -23928.2
530 23982.2 40.6801 -23923.2
531 23968.1 19.3683 -23913.3
532 23960.8 -3.4326 -23899.9
533 23961 -26.5127 -23885.2
534 23969 -48.6384 -23871.1
535 23984.4 -68.4518 -23860.1
536 24006 -84.3897 -23854.5
537 24031.3 -94.7987 -23856.3
538 24056.5 -98.3427 -23866.4
539 24077.1 -94.5867 -23884.1
540 24089 -84.5917 -23906.6
541 24090.6 -70.6734 -23930.1
542 24082.5 -55.4423 -23951.4
543 24066.9 -40.862 -23968.6
544 24046.7 -27.827 -23981.7
545 24023.9 -16.2892 -23991.7
546 24000 -5.6067 -24000
547 24000 5.6067 -2.41585e-13
548 23982.2 3.1617 20.7094
549 23965.2 0.674305 42.1105
550 23950.1 -1.8975 64.8161
551 23937.7 -4.5002 89.1677
552 23929.3 -6.9729 115.14
553 23925.9 -9.037 142.26
554 23928.3 -10.3348 169.53
555 23937 -10.4353 195.521
556 23951.7 -8.8904 218.577
557 23971.7 -5.3586 237.043
558 23995.4 0.360805 249.585
559 24021 8.2889 255.339
560 24046.5 18.2418 253.972
561 24069.9 29.8414 245.71
562 24089.5 42.5083 231.228
563 24103.6 55.4732 211.633
564 24111.1 67.8114 188.357
565 24111.5 78.4793 163.116
566 24104.5 86.4071 137.822
567 24090.7 90.5608 114.48
568 24071.5 90.1544 94.9646
569 24048.7 84.739 80.8184
570 24024.5 74.3199 73.0141
571 24001.6 59.3586 71.8234
572 23982.2 40.6801 76.7735
573 23968.1 19.3683 86.7162
574 23960.8 -3.4326 100.053
575 23961 -26.5127 114.835
576 23969 -48.6384 128.897
577 23984.4 -68.4518 139.908
578 24006 -84.3897 145.52
579 24031.3 -94.7987 143.747
580 24056.5 -98.3427 133.625
581 24077.1 -94.5867 115.944
582 24089 -84.5917 93.4472
583 24090.6 -70.6734 69.9176
584 24082.5 -55.4423 48.6494
585 24066.9 -40.862 31.3842
586 24046.7 -27.827 18.2609
587 24023.9 -16.2892 8.292
588 24000 -5.6067 -2.41585e-13
589 24000 5.6067 24000
590 23982.2 3.1617 24020.7
591 23965.2 0.674305 24042.1
592 23950.1 -1.8975 24064.8
593 23937.7 -4.5002 24089.2
594 23929.3 -6.9729 24115.1
595 23925.9 -9.037 24142.3
596 23928.3 -10.3348 24169.5
597 23937 -10.4353 24195.5
598 23951.7 -8.8904 24218.6
599 23971.7 -5.3586 24237
600 23995.4 0.360805 24249.6
601 24021 8.2889 24255.3
602 24046.5 18.2418 24254
603 24069.9 29.8414 24245.7
604 24089.5 42.5083 24231.2
605 24103.6 55.4732 24211.6
606 24111.1 67.8114 24188.4
607 24111.5 78.4793 24163.1
608 24104.5 86.4071 24137.8
609 24090.7 90.5608 24114.5
610 24071.5 90.1544 24095
611 24048.7 84.739 24080.8
612 24024.5 74.3199 24073
613 24001.6 59.3586 24071.8
614 23982.2 40.6801 24076.8
615 23968.1 19.3683 24086.7
616 23960.8 -3.4326 24100.1
617 23961 -26.5127 24114.8
618 23969 -48.6384 24128.9
619 23984.4 -68.4518 24139.9
620 24006 -84.3897 24145.5
621 24031.3 -94.7987 24143.7
622 24056.5 -98.3427 24133.6
623 24077.1 -94.5867 24115.9
624 24089 -84.5917 24093.4
625 24090.6 -70.6734 24069.9
626 24082.5 -55.4423 24048.6
627 24066.9 -40.862 24031.4
628 24046.7 -27.827 24018.3
629 24023.9 -16.2892 24008.3
630 24000 -5.6067 24000
631 24000 24005.6 -24000
632 23982.2 24003.2 -23979.3
633 23965.2 24000.7 -23957.9
634 23950.1 23998.1 -23935.2
635 23937.7 23995.5 -23910.8
636 23929.3 23993 -23884.9
637 23925.9 23991 -23857.7
638 23928.3 23989.7 -23830.5
639 23937 23989.6 -23804.5
640 23951.7 23991.1 -23781.4
641 23971.7 23994.6 -23763
642 23995.4 24000.4 -23750.4
643 24021 24008.3 -23744.7
644 24046.5 24018.2 -23746
645 24069.9 24029.8 -23754.3
646 24089.5 24042.5 -23768.8
647 24103.6 24055.5 -23788.4
648 24111.1 24067.8 -23811.6
649 24111.5 24078.5 -23836.9
650 24104.5 24086.4 -23862.2
651 24090.7 24090.6 -23885.5
652 24071.5 24090.2 -23905
653 24048.7 24084.7 -23919.2
654 24024.5 24074.3 -23927
655 24001.6 24059.4 -23928.2
656 23982.2 24040.7 -23923.2
657 23968.1 24019.4 -23913.3
658 23960.8 23996.6 -23899.9
659 23961 23973.5 -23885.2
660 23969 23951.4 -23871.1
661 23984.4 23931.5 -23860.1
662 24006 23915.6 -23854.5
663 24031.3 23905.2 -23856.3
664 24056.5 23901.7 -23866.4
665 24077.1 23905.4 -23884.1
666 24089 23915.4 -23906.6
667 24090.6 23929.3 -23930.1
668 24082.5 23944.6 -23951.4
669 24066.9 23959.1 -23968.6
670 24046.7 23972.2 -23981.7
671 24023.9 23983.7 -23991.7
672 24000 23994.4 -24000
673 24000 24005.6 -2.41585e-13
674 23982.2 24003.2 20.7094
675 23965.2 24000.7 42.1105
676 23950.1 23998.1 64.8161
677 23937.7 23995.5 89.1677
678 23929.3 23993 115.14
679 23925.9 23991 142.26
680 23928.3 23989.7 169.53
681 23937 23989.6 195.521
682 23951.7 23991.1 218.577
683 23971.7 23994.6 237.043
684 23995.4 24000.4 249.585
685 24021 24008.3 255.339
686 24046.5 24018.2 253.972
687 24069.9 24029.8 245.71
688 24089.5 24042.5 231.228
689 24103.6 24055.5 211.633
690 24111.1 24067.8 188.357
691 24111.5 24078.5 163.116
692 24104.5 24086.4 137.822
693 24090.7 24090.6 114.48
694 24071.5 24090.2 94.9646
695 24048.7 24084.7 80.8184
696 24024.5 24074.3 73.0141
697 24001.6 24059.4 71.8234
698 23982.2 24040.7 76.7735
699 23968.1 24019.4 86.7162
700 23960.8 23996.6 100.053
701 23961 23973.5 114.835
702 23969 23951.4 128.897
703 23984.4 23931.5 139.908
704 24006 23915.6 145.52
705 24031.3 23905.2 143.747
706 24056.5 23901.7 133.625
707 24077.1 23905.4 115.944
708 24089 23915.4 93.4472
709 24090.6 23929.3 69.9176
710 24082.5 23944.6 48.6494
711 24066.9 23959.1 31.3842
712 24046.7 23972.2 18.2609
713 24023.9 23983.7 8.292
714 24000 23994.4 -2.41585e-13
715 24000 24005.6 24000
716 23982.2 24003.2 24020.7
717 23965.2 24000.7 24042.1
718 23950.1 23998.1 24064.8
719 23937.7 23995.5 24089.2
720 23929.3 23993 24115.1
721 23925.9 23991 24142.3
722 23928.3 23989.7 24169.5
723 23937 23989.6 24195.5
724 23951.7 23991.1 24218.6
725 23971.7 23994.6 24237
726 23995.4 24000.4 24249.6
727 24021 24008.3 24255.3
728 24046.5 24018.2 24254
729 24069.9 24029.8 24245.7
730 24089.5 24042.5 24231.2
731 24103.6 24055.5 24211.6
732 24111.1 24067.8 24188.4
733 24111.5 24078.5 24163.1
734 24104.5 24086.4 24137.8
735 24090.7 24090.6 24114.5
736 24071.5 24090.2 24095
737 24048.7 24084.7 24080.8
738 24024.5 24074.3 24073
739 24001.6 24059.4 24071.8
740 23982.2 24040.7 24076.8
741 23968.1 24019.4 24086.7
742 23960.8 23996.6 24100.1
743 23961 23973.5 24114.8
744 23969 23951.4 24128.9
745 23984.4 23931.5 24139.9
746 24006 23915.6 24145.5
747 24031.3 23905.2 24143.7
748 24056.5 23901.7 24133.6
749 24077.1 23905.4 24115.9
750 24089 23915.4 24093.4
751 24090.6 23929.3 24069.9
752 24082.5 23944.6 24048.6
753 24066.9 23959.1 24031.4
754 24046.7 23972.2 24018.3
755 24023.9 23983.7 24008.3
756 24000 23994.4 24000
